institution_id,project_id_number
10284,112927078
10284,196253076
10284,277625399
10284,326731373
10284,328966760
10284,232919435
10284,31026327
10284,328896905
10284,232921972
10284,5484905
10284,5486010
10284,5486044
10284,144754062
10284,235846982
10284,213337623
10284,234536261
10284,246188886
10284,262971053
10284,119889028
10284,67458539
10284,286803571
10284,245887525
10284,248872797
10284,285760958
10284,250958939
10284,93447574
10284,264616984
10284,89761057
10284,257028421
10284,50827549
10284,212181752
10284,55825691
10284,174793735
10284,132730154
10284,274681178
10284,135066428
10284,321073793
10284,163990166
10284,130928509
10284,269672922
10284,387680270
10284,79380071
10284,144774338
10284,213170902
10284,386585273
10284,55088942
10284,57218255
10284,215352106
10284,178424240
10284,232123193
10284,388732565
10284,200927024
10284,258474238
10284,93469148
10284,341039622
10284,125111429
10284,223744437
10284,229943787
10284,80053922
10284,337454578
10284,65840563
10284,68215928
10284,331494553
10284,52630214
10284,66250735
10284,270976260
10284,51810993
10284,290790829
10284,290783402
10284,182620374
10284,191572402
10284,262549524
10284,144734146
10284,228899358
10284,5482830
10284,214362475
10284,252965955
10284,310953160
10284,313941667
10284,270463
10284,271193
10284,272389
10284,272735
10284,273113
10284,273227
10284,273327
10284,273331
10284,273455
10284,273495
10284,796242
10284,90190939
10284,174824510
10284,215677325
10284,49599460
10284,24101972
10284,24102279
10284,194445620
10284,272482170
390771734,390770057
391997803,391996624
13730,284366805
13730,286004564
13730,79787503
13730,136846522
13730,181739333
13730,34199930
13730,59001653
13730,101660434
13730,162697867
13730,191554239
13730,250264933
13730,267806280
13730,35491327
13730,261939026
13730,288756397
13730,398472569
13730,48349638
13730,225572475
13730,108891287
13730,86525517
13730,233383140
13730,36104324
13730,262226808
13730,393167184
202907809,234284081
30296,5374525
30296,5378022
30296,5111582
30296,5192636
30296,5107068
30296,5317788
30296,331351713
30296,5089662
20754752,5242414
20754752,5365369
38130348,243489380
38130348,221211316
347799126,355293141
20761146,5203258
18981115,279055639
18981115,216735719
18981115,251427941
20766240,5357119
21090592,275653941
21090592,128368210
21090592,239681660
53612940,5413706
970790,99939390
21093072,258697604
159037262,391033695
159037262,159036268
277226827,277226778
14747,321135627
14747,321786689
14747,256755839
14747,255711978
14747,283338900
14747,40137203
14747,5240102
14747,5221924
14747,5368968
14747,5447677
14747,147213063
14747,5171624
14747,50192526
14747,123678164
14747,126873260
14747,228907919
14747,129719978
14747,5300010
14747,15705986
14747,118803624
14747,5442244
14747,5441888
14747,5353139
14747,122162841
14747,34815856
14747,163045059
14747,230208004
14747,24839794
14747,24798676
14747,141846177
14747,5236428
14747,5342464
14747,5220428
14747,269953372
14747,13820592
331577213,264146096
63281114,194453117
30321,52876018
30321,5423365
30321,5172240
30321,234113526
30321,54165927
30321,5430917
30321,359840094
30321,5442715
30321,5486176
38744123,162736553
38744123,173853318
14157,31209727
14157,286590284
14157,329840328
10501,167680871
10501,5478635
317075891,298950764
10141,299273611
10141,280611691
10141,5178817
10141,5396455
10141,258711904
10141,5230464
10141,5231480
10141,5418712
10141,225776363
10141,91564974
10141,5322176
10141,5371110
10141,72845122
10141,96970106
10141,254667228
10141,5390770
10141,5215358
10141,5239331
10141,5391757
10141,5315084
10141,116489545
10141,5244266
10141,5392064
10141,322359157
10141,392663174
10141,58201147
10141,206966869
10141,260005985
10141,385113180
10141,225005875
10141,200801727
10141,277832136
10141,200804199
10141,200810222
10141,260006438
10141,206327207
10141,163064564
10141,224214760
10141,111166240
10141,165054336
10141,201269156
10141,201302640
10141,213249687
10141,238187445
10141,5334194
10141,5327168
10141,5355637
10141,5281202
10141,5332778
10141,5327132
10141,5281656
10141,5345217
10141,5264478
10141,5361157
10141,5416279
10141,5368940
10141,5435866
10141,164314589
10141,5386309
10141,5206374
10141,5334222
10141,102745208
10141,5264820
10141,5388694
10141,5361173
10141,5418059
10141,163085356
10141,5327162
10141,5421449
10141,5447844
10141,5264680
10141,5158622
10141,5402379
10141,164312455
10141,5402383
10141,5233548
10141,5355657
10141,5206216
10141,5481992
10141,5481326
10141,5484320
10141,5484447
10141,5484626
10141,5484884
10141,5484845
10141,13759457
10141,5281660
10141,5334092
10141,5359705
10141,5239022
10141,5388682
10141,5361149
10141,5388678
10141,5412223
10141,5447858
10141,5361153
10141,5264838
10141,5355653
10141,5392154
10141,90929756
10141,223378618
10141,269423233
10141,272983813
10141,63444189
10141,34712712
10141,249380227
10141,178567888
10141,271141
10141,88512095
10141,194407719
10141,24040814
10141,24286268
10141,194407705
214797016,233636924
10591,5267136
10591,5179154
10591,5425518
10591,5425520
228511967,240285356
228511967,259014267
228511967,259022948
10666,5195966
10666,5418528
10666,257256526
10666,27951330
55006646,88389064
244857593,244855988
279611066,320209155
279611066,388260220
279611066,173158157
20685854,5272798
20685854,37742767
83412845,5378928
10706,317456845
10706,403222211
10706,329147126
10706,281570803
10706,271616017
10706,212716418
10706,28567898
10706,63444559
10706,5417041
10706,225209079
10706,165666554
10706,101721741
10706,67274375
10706,188439574
10706,316696218
10547,323729697
10547,5178412
10547,5431818
10547,5454220
10547,130969509
10547,5357103
10547,34242161
200986133,200971961
29722,315473909
29722,391925834
29722,281937660
29722,397370329
29722,224546003
29722,49742798
29722,221428535
29722,5253080
29722,5253980
29722,5253998
29722,5252720
29722,327886311
29722,5180238
41795691,204514204
41795691,5196684
41795691,31783201
10715,5211480
10715,5238626
40055762,317092854
26499,82391515
10315,310983376
10315,221296626
10315,221263527
10315,5390454
10315,5255612
10315,5132176
10315,221296715
10315,5366959
10315,5382067
10315,5267692
10315,5173740
10315,5368203
10315,5254930
10315,5398442
10315,5253968
10315,81589345
10315,5301346
10315,201199981
10315,5383684
10315,5355639
10315,5355635
10315,49742798
10315,5448110
10315,49312050
10315,327886311
10315,12919332
10315,12919700
10315,5230801
10315,12918721
10315,96807191
10315,96807844
10315,12919284
10315,5180238
10315,12901640
10315,132730154
10315,245916028
10315,166340446
10315,53182490
10315,194650850
279332505,230898523
279332505,279334242
40547307,240708266
274150941,274148150
20772516,194631207
223873952,133631375
24899626,381141986
24899626,24633883
406913514,221141776
248753080,48738435
248753080,274358445
20700026,272871
30985527,30246162
25064252,203261968
267029043,267028366
20766844,5362694
19023617,168757335
19023617,5399743
19023617,168757773
19023617,5412927
19023617,36022966
89210022,89208137
89003983,5410389
395233865,395900540
22688718,5300958
22688718,220940268
22688718,5409531
219167698,232675560
362113014,5226292
362113014,62379072
10330,194134189
10330,193943785
10330,248705501
10330,397727100
10330,246348303
10330,81978991
10330,232608391
10330,54390941
10330,194183009
20750206,5147634
220271758,149382979
277069596,277069523
972486,32685937
972486,253401174
972486,109855606
216374498,36249257
216374498,169555413
216374498,273365
216374498,194668631
10775,279352037
10775,394229330
10775,5237234
10775,5421182
10775,53920617
10775,239143564
10775,35449163
10775,179915180
208764494,5121590
208764494,38969916
208764494,5421079
208764494,5352022
272013956,272013538
16033680,5413573
16033680,5412798
16033680,5442496
16033680,5436703
20709666,5196392
317020625,380893586
21092072,230824795
275341549,387798678
20755798,5235824
235811931,235800518
168330868,190305097
10417,322983123
10417,275029694
10417,262374930
10417,5215024
10417,5356633
10417,5373867
10417,5401243
10417,5398438
10417,5324995
10417,220289721
10417,241278060
10417,230668157
10417,247814333
10417,5324980
10417,249894821
10417,315506909
10417,46158092
10417,5193388
10417,5213516
10417,5450850
10417,5255332
10417,5284388
10417,5357369
10417,5356641
10417,114277445
10417,18243216
10417,5407299
10417,5409446
10417,5399074
10417,5301810
10417,5365740
10417,5292652
10417,5363103
10417,5193364
10417,181884489
10417,211804319
10417,5418321
10417,5346252
10417,5208088
10417,5268068
10417,5332802
10417,5211766
10417,5401013
10417,43516563
10417,5380613
10417,5407346
10417,84723440
10417,247813774
10417,34794211
10417,22278766
10417,203253810
10417,5453590
10417,5396917
10417,28074691
10417,267447025
10417,5226494
10417,5301816
10417,5193418
10417,5443352
10417,5315608
10417,5291682
10417,361764429
10417,362398782
10417,5193394
10417,5393774
10417,5193358
10417,5199916
10417,203331591
10417,5394000
10417,5193424
10417,314665159
10417,353859078
10417,159461327
227089200,5390428
280026002,280800749
375070,287022282
29923,386888427
29923,321331692
29923,315564788
29923,266026236
29923,351978311
29923,391580220
29923,163576528
29923,5442778
29923,152045553
29923,5262496
29923,5450942
29923,269353708
29923,289629481
29923,289319282
29923,289319247
29923,71103733
29923,55928383
29923,277312457
29923,66126906
29923,5241466
29923,5110504
29923,117345364
29923,278835329
29923,321338860
29923,321813635
29923,222609576
29923,394434495
29923,394433243
29923,320809837
29923,394344122
29923,194468054
29923,386797833
29923,394346020
29923,394431129
29923,18715777
29923,40833299
29923,5400956
29923,5347264
29923,241554945
29923,110059244
29923,162780951
29923,5404312
29923,5476432
29923,5483940
29923,5485315
29923,12467772
29923,200694579
29923,200692257
29923,200694730
29923,329621271
29923,388866673
29923,223527267
29923,24102914
29923,194347757
29923,375559
29923,77760487
169415414,220117831
266991684,266400817
266991684,245049454
158273359,157637483
30466,391644373
30466,5419952
30466,113724503
30466,282609876
30466,273124240
30466,5359408
30466,5357921
30466,316574588
30466,316561474
30466,316301501
30466,272983813
30466,5369297
30466,22792375
10049,186843087
10049,317898569
10049,223614221
10049,48431921
10049,246242167
10049,212129865
10049,171901165
10049,232631280
10049,281741268
10049,115836556
10049,116817248
10049,116848546
10049,197619085
10049,197612556
10049,5484066
10049,5484187
10049,15581711
10049,197639000
10049,5486186
10049,202806055
10049,271363
10049,425187
157615892,5430713
157615892,289469996
20745946,5390270
268830354,268826163
10525,262540038
10525,5403779
10525,5232600
10525,196338676
10525,218849174
10525,289286676
10525,81631128
10525,263436372
10525,355241834
10525,258667322
10525,367358385
10525,263738527
10525,289761529
10525,263748294
10525,263774672
10525,257409621
10525,5402910
10525,34466069
10525,5418246
10525,35285392
10525,243809434
10525,5367475
10525,5271810
10525,21049805
10525,105799092
10525,5439056
10525,5205008
10525,5205020
10525,235736350
10525,35817926
10525,233860436
10525,35920719
10525,5228890
10525,254831248
10525,239484859
10525,134778065
10525,134777926
10525,5402427
10525,221780128
10525,42308154
10525,111000993
10525,5266106
10525,5266260
10525,5350959
10525,199701000
10525,79131977
10525,187983435
10525,187870359
10525,213929262
10525,316947279
10525,316942900
10525,223429113
10525,190578797
10525,223429183
10525,5158012
10525,24164643
10525,5158152
10525,5354783
10525,223429328
10525,5354827
10525,57874344
10525,5158158
10525,5354851
10525,5443433
10525,57893913
10525,5354787
10525,5483172
10525,317544399
10525,317551788
10525,270050988
10525,208417411
10525,194676614
283782277,289746893
310127779,179415757
22596,48083619
22596,213078341
22596,5421826
388062427,388055791
103259135,103258711
425193,389553136
425193,425187
5008,247225901
5008,15088804
398667300,389786392
398667300,279908667
398667300,257865444
20752622,5288852
20752622,5264440
10825,251706852
10825,272669503
10825,290361961
10825,280815704
10825,5452821
10825,219291240
10825,5275002
10825,5179382
10825,5304680
10825,51606197
10825,64509286
10825,5444224
10825,165511017
10825,255549700
10825,142009460
10825,5399825
10825,13779268
10825,76838587
10825,221244388
10825,49619574
10825,230658507
10825,5382089
10825,198310759
10825,25207621
10825,5382399
10825,5083020
21093956,5412603
10595,275999847
10595,68400332
10595,115014889
386838927,193728269
386838927,213515517
386838927,162659792
386838927,252025127
386838927,391065346
386838927,256847276
386838927,387482412
386838927,24101130
40014034,40013986
190046449,322359157
190046449,392789205
190046449,220384785
190046449,289419302
190046449,5410591
190046449,191421545
75999032,315382723
75999032,76388237
387337600,277648419
387337600,26743601
387337600,387658905
387337600,125398148
387337600,59307082
387337600,125296275
261190338,261189330
21093788,220482592
139962302,257418649
26847050,65738063
24778010,389011793
105962767,326370480
13644,285752104
13644,34487310
13644,57996453
13644,100779569
13644,162625415
13644,191561730
29153,316648086
324111330,365778379
53100968,34632154
10565,5154274
10565,246733118
10565,318801072
10565,270109932
10565,395699309
10565,384705290
10565,200845269
10565,5444557
10565,41407331
10565,5419287
10565,22465554
10565,23365925
10565,5220798
10565,5220804
10565,172353506
10565,5178538
10565,392991921
10565,272207
140494670,134983328
10133,246884343
10133,314151794
10344,327886311
10344,5484463
10344,167039311
10344,109629268
10344,241899392
10344,81978494
10344,250883569
10344,168230521
10344,226590950
10344,163724033
10344,109671923
10344,55067977
10344,278868966
10344,221770564
10344,207477434
10344,217885368
10344,238877633
10344,20005246
10344,222613918
10684,123084243
10684,5222292
10684,5317474
10684,39236281
397847364,270296709
55620783,64182250
20774450,244555892
22443819,5122374
22443819,163084333
399333344,399333179
26457106,194669382
21091772,186213430
20691038,397117160
10435,50110504
10435,272316421
10435,5431335
10435,5431337
10435,5271316
10435,192418223
10435,5379255
10435,5121080
10435,5355499
10435,5384850
10435,5359779
10435,5355551
10435,5337826
10435,5384822
10435,5359826
10435,5217924
10435,13041729
10435,181153238
10435,5337946
10435,5355547
10435,5355503
10435,5337912
10435,5398103
10435,5217974
10435,5355533
10435,5355525
10435,5359834
10435,5478932
10435,5482652
10435,5480736
10435,5485085
10435,5359803
10435,5359816
10435,5401089
10435,47244191
10435,5355567
10435,5449459
10435,5449510
10435,5449522
10435,239825530
10435,5449538
10435,5486276
10435,271645
10435,49701054
10435,222374435
224745319,224741041
20772832,258457509
20772832,5408870
20772832,5163284
20772832,378603
20772832,20025736
142501422,240385029
17412,5375325
17412,15274957
17412,325765658
17412,279235388
17412,277613158
17412,99939532
17412,38969703
17412,39092596
10204,20435163
10204,192445154
10204,197785619
10204,223848855
10204,268555672
10204,316803389
10204,328961117
10204,180486326
10204,38211678
10204,5476217
10204,5476542
10204,5479453
10204,5479802
10204,5479861
10204,5481352
10204,5481739
10204,5485539
10204,133734182
10204,356398236
10204,152112169
10204,226160421
10204,242168268
10204,260897716
10204,315329842
10204,212355302
10204,260989694
10204,246255889
10204,266714807
10204,77637279
10204,154257296
10204,264056037
10204,195534853
10204,250733772
10204,193237366
10204,51319471
10204,260899359
10204,167021891
10204,256483914
10204,207106867
10204,82476036
10204,97175257
10204,387766318
10204,230488449
10204,230710558
10204,260241779
10204,231164227
10204,201172943
10204,324480352
10204,265486642
10204,169333993
10204,218367831
10204,193236791
10204,219542644
10204,259257156
10204,259257315
10204,134573156
10204,213230985
10204,71984757
10204,248184285
10204,220317158
10204,189676212
10204,109546710
10204,114933180
10204,222641018
10204,227068724
10204,269423233
10204,265862611
10204,59061456
10204,5484340
10204,5486087
10204,5486276
10204,5484990
10204,220482592
10204,272919
10204,273413
10204,273463
10204,19985993
10204,192635911
10204,280328342
10204,290878970
10204,272795
10204,272835
10204,273603
10204,273607
10204,948344
382245125,256131242
382245125,251228244
321094096,387270868
346035956,396713676
234762843,251880705
44294278,5359455
279537366,183049896
14475362,5105596
14475362,5248782
14475362,5124334
235317532,390461079
398199867,405817599
41079208,279150938
35040700,421041
18539,171630046
18539,5226520
18539,249196880
18539,400185939
18539,329203264
18539,157462314
18539,200991012
18539,391332315
18539,259778674
18539,5416058
18539,5288686
18539,5355655
18539,166587717
18539,5424047
18539,246374965
18539,161576614
18539,247176801
18539,5275356
18539,5352180
18539,5412951
18539,5422422
18539,37884923
18539,5422452
18539,391445783
18539,391445995
18539,329116008
18539,391446654
18539,81569264
18539,91747872
18539,314252807
18539,5102858
18539,5357530
18539,5102888
18539,5299508
18539,5357538
18539,183605744
18539,261305603
18539,183566323
18539,183548050
18539,183592746
18539,183570422
18539,183507942
18539,109546710
18539,76490532
18539,5434504
18539,76633581
18539,5434454
18539,59061456
18539,273413
18539,19985993
20693380,5344588
20693380,5344634
20693380,5092548
20763238,5075380
20766584,5360012
340096275,5447697
340096275,132996750
20778832,35552932
20778832,323516160
19738745,287160633
19738745,19738804
194674780,318338792
194674780,258565388
10797,220179758
10797,26519276
10797,5305794
10797,237974091
10797,237998441
10797,173709208
10797,5150490
10797,5359354
10797,5192778
10797,5435478
10797,5482481
10797,310360704
10797,278130103
10797,134327630
10797,5408811
10797,104776627
10797,5425107
10797,166524594
10797,5164018
50991845,67888358
18080442,203094386
18080442,265448047
18080442,232500278
18080442,317469425
18080442,5242430
18080442,5457231
18080442,5454688
18080442,261285112
18080442,258125302
18080442,97318176
18080442,227057983
18080442,54165927
18080442,163333093
18080442,24305846
18080442,33197468
18080442,138444399
18080442,318512975
79357078,5444603
159050247,258457509
32438957,286516364
32438957,42717920
20757822,5392103
30286072,34466137
12733587,5359880
12733587,314332205
12733587,239216598
12733587,214808680
12733587,22053299
12733587,5371761
12733587,5371764
12733587,234056486
12733587,5452381
12733587,169660687
12733587,149116577
12733587,5401555
12733587,213176671
12733587,32521936
12733587,5245328
12733587,5425897
12733587,170111546
12733587,5392799
12922,5248920
12922,240207984
12922,264005815
12922,329652818
12922,270620597
12922,246463997
12922,252088190
12922,95133329
12922,194536232
46608509,5324099
13075,289466366
13075,200217694
13075,281041241
166647332,5245080
166647332,5374425
166647332,5368245
166647332,129760349
166647332,170443782
166647332,397495103
166647332,215377615
166647332,247815525
166647332,24882653
166647332,113868560
166647332,37272428
166647332,159587272
166647332,35920931
166647332,19738965
166647332,206462054
166647332,35286575
166647332,5413237
166647332,62256239
166647332,5342476
166647332,36698366
166647332,62236530
166647332,5360335
166647332,211184123
166647332,200512601
166647332,245861656
166647332,262041222
166647332,54309785
166647332,153990664
166647332,316133350
166647332,195170736
166647332,5402758
166647332,83883850
166647332,49168719
166647332,201585652
166647332,273559
10316,263099539
10316,263087346
10316,263265753
10316,203747449
10316,5449102
10316,5449766
10316,126526691
10316,5193476
10316,5075338
10316,263085682
10316,5235023
10316,41960361
10316,5192992
10316,236214181
10316,33237274
10316,159502531
10316,159500861
10316,233330963
10316,159374082
10316,159373580
10316,195599695
10316,195565936
10316,195588697
10316,195569847
10316,195597684
10316,184018867
10316,5212904
10316,5212990
10316,5212892
10316,5212692
10316,5483857
10316,5212886
10316,233738862
10316,49599460
391999660,391998588
10260,395699456
10260,392267849
10260,317231409
10260,399153660
10260,392211132
10260,395792296
10260,342658497
10260,405935700
10260,69220156
10260,34774673
10260,5349163
10260,57218068
10260,224836998
10260,5398905
10260,57710050
10260,168925481
10260,26559079
10260,54780971
10260,86649323
10260,5236918
10260,17546268
10260,5194248
10260,5371676
10260,5363988
10260,175735809
10260,189314751
10260,5283182
10260,246033800
10260,5203044
10260,273419358
10260,273607426
10260,237279354
10260,273515838
10260,362460241
10260,362460292
10260,169822373
10260,248632057
10260,169821322
10260,5381678
10260,128060505
10260,43659786
10260,169030281
10260,5333022
10260,43004735
10260,237376584
10260,5429317
10260,5453814
10260,5249650
10260,5417298
10260,169824480
10260,5429299
10260,5334410
10260,16932611
10260,237374944
10260,5337614
10260,5263754
10260,211202969
10260,211202746
10260,211169205
10260,21992221
10260,187005812
10260,211202398
10260,211157451
10260,211202642
10260,239810588
10260,211163620
10260,270123
10260,19902941
30328054,35797708
18429419,5445815
18429419,266699624
18429419,62297583
18429419,290367035
18429419,316739189
20780772,258517910
20780772,164675957
20780772,174475364
27112055,48411345
27112055,321818926
27112055,5415259
262574,274229163
262574,272919
237909407,299253112
20751694,5197468
20755866,5240521
20755866,5357704
20755866,5357708
403172748,35635697
403172748,5374276
403172748,186639255
403172748,5266864
403172748,5374186
125440483,126893437
125440483,199131882
125440483,173815306
125440483,125480150
125440483,173811374
125440483,198846898
125440483,126094888
125440483,173047245
125440483,125562105
125440483,171982858
125440483,173778285
125440483,199001272
125440483,273844901
125440483,273503199
125440483,273970187
125440483,274148150
125440483,273653513
125440483,274005063
44171356,88758029
186944402,46710898
159336245,249700234
159336245,260717210
284016204,316482056
46588378,271153266
20706950,5243752
20706950,5243596
20706950,5243736
981591,5425498
981591,5431522
981591,290023374
981591,201281564
981591,39052126
241432228,246276692
241432228,192462798
13983723,75446113
13983723,198628513
13983723,274939856
20587,398018062
20587,325560868
20587,5337378
20587,203326339
20587,46981735
20587,5457090
20587,5298464
20587,214654394
20587,181327339
20587,232863826
20587,322359157
20587,393033969
20587,392878030
20587,245329438
20587,392934702
20587,5397657
20587,137540647
20587,241593299
20587,241589480
20587,241595702
20587,125522718
20587,169442275
20587,125480101
20587,168825475
20587,248888401
20587,179077431
20587,223781076
20587,318594007
20587,173975957
20587,32725986
13115,5306308
13115,5410225
13115,56297370
10259,315656245
10259,273725443
10259,366085851
10259,315773365
10259,316170110
10259,5203738
10259,5234056
10259,5455187
10259,5430197
10259,5143798
10259,169494207
10259,5365852
10259,5223926
10259,5332736
10259,5086042
10259,5387393
10259,5468668
10259,191894326
10259,313128348
10259,143238629
10259,392375701
10259,324106305
10259,5288836
10259,5401925
10259,5247654
10259,5392685
10259,5393140
10259,5190812
10259,5267950
10259,144426649
10259,211849969
10259,255351155
10259,5437640
10259,5149868
10259,5286628
10259,224977886
10259,195142051
10259,249109995
10259,200515389
10259,200512160
10259,318879394
10259,356728468
10259,5138764
10259,40137112
10259,398146892
10259,269507668
10259,193904015
10259,269503232
10259,190841082
10259,269507546
10259,190877169
10259,386961436
10259,190841272
10259,154113120
10259,178321814
10259,193793266
10259,317475864
10259,325931972
10259,223381873
10259,50480051
10259,190837929
10259,5354542
10259,5168650
10259,5354530
10259,5369137
10259,50521020
10259,211183156
10259,396873674
10259,5354546
10259,190891120
10259,5282100
10259,5354558
10259,5354562
10259,5354538
10259,5478600
10259,187005812
10259,199843309
10259,5354506
10259,211182773
10259,211184123
10259,89844621
10259,270123
10259,271835
10259,51442683
10259,39092696
125767472,161486217
20739230,5353921
20739230,259412495
20739230,265560107
20739230,234222794
394529848,5287736
394529848,14762390
394529848,51052760
394529848,153028148
394529848,5390568
394529848,51053136
394529848,5436689
394529848,113479400
394529848,77780722
394529848,17280720
394529848,28442692
394529848,5342648
394529848,5203830
394529848,5371393
394529848,238873356
394529848,175289588
394529848,76817956
394529848,48226790
394529848,240427280
394529848,950034
16810479,124009124
16810479,258217013
16810479,209307616
16810479,275654166
16810479,216538304
16810479,214880786
16810479,195252990
16810479,286839401
16810479,189712075
16810479,138713538
20754596,5207360
398445929,282481844
221072102,5345550
221072102,5092816
221072102,5092582
221072102,5092762
221072102,57792270
221072102,271867
10219,391515085
10219,5350899
10219,23918110
10219,319163825
10219,274038265
10219,57566863
10219,161793742
10219,80770935
10219,5235196
10219,227476179
10219,80790747
10219,5397600
10219,5359978
10219,5235202
10219,80750310
10219,5485691
10219,35530842
10219,5397540
10219,80750216
10219,80811199
10219,123043599
10219,122920207
10219,315221747
10219,24286296
980946,290136108
980946,279044026
980946,5278610
980946,5441434
980946,187465453
980946,5413279
980946,16871023
980946,20640364
980946,5222992
980946,13942637
980946,5431844
980946,118910695
980946,285290476
980946,5167438
980946,28771086
980946,5481217
980946,273134146
980946,20170465
247485298,247484527
10345,386614229
10345,50684363
10345,376183463
10345,254111932
10345,82736656
10345,258163975
10345,183747987
10345,195930613
10345,93713856
10345,261782260
10345,55232290
10345,374482293
10345,193437977
10345,233690605
10345,268759568
10345,241578548
10345,216734368
10345,142644299
10345,315691478
10345,330256261
10345,255569617
10345,254127840
10345,281472615
10345,91338096
10345,211298670
10345,278674122
10345,168654829
10345,51626437
10345,227701426
10345,192457046
10345,228072163
10345,181352427
10345,76940662
10345,149896815
10345,261676495
10345,395781466
10345,92157399
10345,173526192
10345,178055620
10345,229803235
10345,172563337
10345,211157400
10345,242960209
10345,288711723
10345,283970770
10345,206458664
10345,211611369
10345,281473069
10345,92915098
10345,149054890
10345,86587261
10345,281472477
10345,299150580
10345,5472541
10345,5486320
10345,18489454
10345,216734353
10345,240942083
10345,269007
10345,269237
10345,272563
10345,272909
10345,823996
10345,967893
10345,19986351
10345,20190020
10345,55641801
10524,251478626
10524,320897507
10524,5438205
10524,5272718
10524,5231074
10524,5129386
10524,229920972
10524,263051053
10524,5424932
10524,87057760
10524,5211714
10524,5160938
10524,5444048
10524,5351693
10524,5437874
10524,51258247
10524,20108164
10524,229408117
10524,361478098
10524,230674776
10524,5451805
10524,5223668
10524,62707266
10524,63649130
10524,259765089
10524,32049920
10524,43659573
10524,5345499
10524,37986585
10524,46772806
10524,19636761
10524,210519387
10524,37986469
10524,37925071
10524,5482364
10524,29773914
10524,199828953
10524,210519712
10524,259148567
10524,259059275
10524,239904186
10524,5375673
10524,5485610
10524,5375527
10524,5375599
10524,274939300
10524,401038572
10524,391087700
10524,188647267
10524,237117611
10524,271867
10524,273075
10524,273531
10524,13124548
10524,20088418
10524,194424575
220694778,260359601
274845692,274844490
279310693,279335667
279310693,279334242
20684456,5141348
20684456,5141328
252340571,252340183
22865,259474383
22865,5367972
22865,5464458
22865,249509554
22865,5075864
22865,5175034
22865,261754005
22865,257184830
22865,276879121
22865,5328954
22865,5250216
22865,264558061
22865,5317034
22865,247490216
22865,5374891
22865,5368347
22865,18386537
22865,15377009
22865,72619628
22865,22853348
22865,228897633
22865,204187923
22865,5377239
22865,110653420
22865,5130748
22865,5449320
22865,5355152
22865,5164174
22865,110652995
22865,5271132
22865,5354927
22865,5486264
22865,5449344
22865,5386937
22865,5139718
22865,193285328
22865,178423758
22865,324688653
22865,29898597
22865,5437445
22865,84927637
22865,63731354
22865,5437443
22865,83351020
22865,5437490
22865,209195569
22865,85931127
22865,386274550
22865,5407565
22865,269589
22865,39052126
30943298,5388006
972492,161749382
972492,190373330
972492,5145602
972492,325007971
972492,48370200
970759,5179894
970759,286707239
970759,36023648
970759,101025631
970759,34262592
970759,137421007
970759,284090716
970759,322950982
970759,182742301
970759,397117160
10276,350964017
10276,353803853
10276,5227384
10276,279597936
10276,323871544
10276,213673138
10276,141333866
10276,190772777
10276,227599576
10276,171932602
10276,392174495
10276,328196892
10276,235134590
10276,228177204
10276,129003260
10276,238337753
10276,325073557
10276,398993537
10276,204116194
10276,59286709
10276,397278082
10276,49947286
10276,338561986
10276,197161312
10276,237291317
10276,220876539
10276,147642423
10276,58201600
10276,266681197
10276,162326381
10276,162388456
10276,325613926
10276,388280299
10276,198367702
10276,204058942
10276,323862450
10276,173364430
10276,361357967
10276,254065735
10276,324327912
10276,253817547
10276,299465997
10276,393683512
10276,241336606
10276,278427962
10276,324472740
10276,263295881
10276,266711088
10276,166201387
10276,247441323
10276,68236791
10276,77309832
10276,122679504
10276,316803389
10276,327886311
10276,99326798
10276,218722085
10276,250737250
10276,248341150
10276,99366154
10276,133754107
10276,99264939
10276,99304812
10276,106679793
10276,76041804
10276,76019344
10276,5474568
10276,5479768
10276,5479896
10276,5482857
10276,5483976
10276,5481508
10276,5482065
10276,5484012
10276,5481017
10276,5483572
10276,5484300
10276,5485380
10276,5486123
10276,14208545
10276,5483866
10276,246190691
10276,47100475
10276,138690629
10276,190389738
10276,196253076
10276,213904703
10276,215035359
10276,249492093
10276,281071066
10276,287022738
10276,201207997
10276,230152448
10276,209293466
10276,212112388
10276,5485756
10276,5486044
10276,14516012
10276,240757156
10276,5482830
10276,231604701
10276,265592081
10276,265592318
10276,274877981
10276,321933041
10276,331085229
10276,270081
10276,270535
10276,271303
10276,271685
10276,272051
10276,272131
10276,273019
10276,273185
10276,273357
10276,273455
10276,273555
10276,375188
10276,375788
10276,796242
10276,200931773
10276,273361
10276,273483
10276,24204029
10276,194650850
324377448,261383717
324377448,324374360
324377448,230256794
324377448,41591011
324377448,285228642
324377448,387791358
324377448,56522329
13033,192712234
43413810,314661206
282947254,5202334
282947254,5239520
282947254,198146013
282947254,5246660
282947254,173361249
282947254,40772406
282947254,164558412
282947254,248313617
282947254,164338621
282947254,107745057
10198,5273534
10198,79379693
10198,5161054
10198,5179128
10198,370918665
10198,112250352
10198,272661
10767,385460422
10767,280065108
10767,214817320
10767,326934898
10767,207533059
10767,5416386
10767,185374629
10767,5276618
10767,5149940
10767,27276796
10767,5158054
10767,5404419
10767,46690554
10767,237165820
10767,5281700
10767,14069327
10767,5424470
10767,272397611
10767,398741931
10767,290492639
10767,298765732
10767,270342880
10767,340239871
10767,65840191
10767,194410896
10767,5446838
