institution_id,project_id_number
388241311,250882870
388241311,112148379
388241311,203702760
388241311,200175954
388241311,233926607
388241311,217049699
388241311,397117160
99840981,400667201
99840981,111697943
99840981,131788230
99840981,228897633
99840981,213965697
99840981,262590173
99840981,178727205
99840981,259657238
99840981,178728961
99840981,259665229
99840981,178452533
99840981,250390319
99840981,178713365
99840981,263967779
18243138,54493615
18243138,230447264
17076074,322166923
17076074,144550781
200961451,204189738
391057573,391054082
20758002,5254438
391629497,288187354
391629497,391629164
10081,334383909
10081,286021192
10081,371991985
10081,277626540
10081,5114858
10081,5326460
10081,166344023
10081,62993547
10081,320325543
10081,197448029
10081,5449669
10081,5268966
10081,5436913
10081,5262204
10081,77883376
10081,244841058
10081,248768892
10081,392864682
10081,322359157
10081,193461062
10081,267112687
10081,226001899
10081,226001047
10081,166220843
10081,319059033
10081,269890148
10081,319063074
10081,39236241
10081,26068018
10081,89986987
10081,192904750
10081,256073931
10081,275567699
10081,226007777
10081,76757607
10081,5372080
10081,39236023
10081,5356856
10081,39236165
10081,5433614
10081,5372068
10081,5452393
10081,5372104
10081,131071097
10081,5356886
10081,5325662
10081,129863423
10081,166223332
10081,76531651
10081,5421534
10081,5452377
10081,5371926
10081,166222199
10081,5479587
10081,5484803
10081,5485303
10081,5433582
10081,5325562
10081,226003192
10081,39236333
10081,5372056
10081,130006218
10081,5433580
10081,324661391
10081,324675664
10081,259373024
10081,5421412
10081,5369325
10081,322977937
10081,39236281
10081,24040252
34896551,5176534
34896551,184018867
34896551,222346387
34896551,397601187
13047,31476443
26846944,116182412
10702,115199449
10702,5189008
10702,5483766
10702,5189014
10702,23365925
329110631,329896909
72332302,72293211
10270,5386544
10270,31067506
10270,5338700
10270,5347118
10270,5347132
10270,5126270
10270,5386564
10270,5386650
10270,5398335
10270,5435547
10270,5386289
10270,5386658
10270,5386622
10270,5386427
10270,5386525
10270,5347112
10270,5101736
10270,5347098
10270,5126450
10270,5148758
10270,5338660
10270,5338508
10270,5338564
10270,5338672
10270,5347102
10270,5126456
10270,5292286
10270,5338576
10270,5347128
10270,5148726
10270,5410569
10270,5126376
10270,5338622
10270,5126282
10270,5361670
10270,5386485
10270,5126424
10270,5126386
10270,5449063
10270,5338540
10270,5338653
10270,5126438
10270,5336012
10270,5370029
10270,5101724
10270,5365337
10270,5347090
10270,5148684
10270,5126418
10270,5126400
10270,5126276
10270,5292292
10270,5347124
10270,5148770
10270,5101730
10270,5365345
10270,5218878
10270,5148746
10270,5126306
10270,5416967
10270,5338628
10270,5338634
10270,5126412
10270,5386638
10270,175416406
10270,5386610
10270,5474568
10270,5476378
10270,5479896
10270,5482857
10270,5481508
10270,5485380
10270,5485074
10270,5347144
10270,5148752
10270,5338592
10270,5386419
10270,5338666
10270,5338712
10270,5347136
10270,15110660
10270,5338604
10270,5126300
10270,5122100
10270,5338688
10270,5126288
10270,5126312
10270,5386606
10270,5338640
10270,5338570
10270,5338726
10270,5338706
10270,5126266
10270,15109860
10270,5386614
10270,5386666
10270,5347152
10270,5338582
10270,5338522
10270,5323404
10270,54472795
10270,201411719
10270,201428332
10270,201401318
10270,201420020
10270,201416723
10270,201421535
10270,30164218
10270,51216903
10270,51217243
10270,51299095
10270,5402764
10270,51216406
10270,49168878
10270,201397809
10270,5402750
10270,51216742
10270,51299009
10270,218601403
10270,5402748
10270,51237474
10270,51196673
10270,51216508
10270,229921292
10270,51196856
10270,51217106
10270,5485756
10270,51216812
10270,229920284
10270,229914418
10270,270535
10270,272051
10270,273249
10270,273257
94819567,256784565
94819567,281487682
94819567,391145978
94819567,5448876
94819567,5307850
94819567,5276918
94819567,5226694
94819567,5356118
94819567,213879527
94819567,46137809
94819567,34467821
94819567,168777232
94819567,169332709
94819567,168825475
94819567,279184395
94819567,208707263
94819567,279198644
94819567,5350763
94819567,5158184
94819567,5483183
94819567,5158272
94819567,220254665
94819567,5083507
94819567,200806002
94819567,139304457
94819567,5130900
94819567,5442571
94819567,126279373
94819567,222374435
94819567,179309734
94819567,271645
94819567,49701054
388658576,236165672
388658576,259742007
981746,396624126
981746,204209522
20761444,5296940
20761444,54411839
27194858,233779427
13025,35551906
13025,55088606
13025,224201233
13025,39092596
315208915,19022910
315208915,5370376
315208915,119070175
288491177,5239138
288491177,161304732
288491177,239984794
20737472,5383840
39993606,391078940
24244828,326775236
775580,5336320
775580,153376620
775580,24347502
775580,201909884
182069081,229507342
182069081,229507638
103523500,337373595
103523500,389727048
103523500,338827057
10543,281526239
10543,193594582
10543,240375697
10543,5447990
10543,5447992
10543,15111349
10543,251934641
10543,5162218
10543,20865360
10543,5444803
10543,160548908
10543,5298768
10543,242168680
10543,5317874
10543,5346346
10543,5346091
10543,5347593
10543,256928833
10543,5321468
10543,5428662
10543,53920381
10543,5270702
10543,5377405
10543,5429905
10543,5128220
10543,5245066
10543,5247354
10543,162659225
10543,139943784
258545301,86566015
258545301,213793074
258545301,109669813
258545301,228066950
21092384,248029986
29927,5188990
10130,393121356
10130,243192157
10130,267197571
10130,66680440
18898488,5349424
18898488,5438272
18898488,18879115
40239264,322167565
40239264,323116390
40239264,324477798
40239264,389690186
40239264,156429607
40239264,92505706
40239264,5421500
59410387,88921390
10748,314905363
10748,314808123
10748,319369316
10748,130149406
10748,253286982
10748,314790414
10748,168249834
10748,5232270
10748,120524110
10748,5450339
10748,47469146
10748,5170933
10748,5426627
10748,168339882
10748,237683367
10748,23958739
10748,5426549
10748,142461806
10748,5316144
10748,47489884
10748,121583221
10748,220597078
10748,237558034
10748,24757426
10748,5274718
10748,5276610
10748,5471621
10748,5381483
10748,5186468
10748,5426285
10748,120585442
10748,237534161
10748,167738825
10748,140965120
10748,388507689
10748,323240951
10748,263669276
10748,324108392
10748,320571839
10748,213948008
10748,225713324
10748,316740996
10748,335182511
10748,392228380
10748,137031496
10748,5375046
10748,96283636
10748,5435056
10748,61826836
10748,212372811
10748,263806350
10748,49599169
10748,5431266
10748,5436979
10748,5336536
10748,5202504
10748,115998015
10748,58938687
10748,5409794
10748,164481210
10748,172597589
10748,237328638
10748,237316929
10748,172520233
10748,175378525
10748,5471292
10748,5438002
10748,167039484
10748,5438004
10748,172520571
10748,48554181
10748,48554412
10748,5437980
10748,172519237
10748,172520870
10748,5438031
10748,265407442
10748,265415092
10748,247310070
10748,5448846
10748,5366799
10748,5366755
10748,23427297
10748,5366791
10748,5192778
10748,23427321
10748,5400735
10748,5192764
10748,5359346
10748,5480569
10748,5192722
10748,5366825
10748,50357144
10748,58181537
10748,171596872
10748,129760637
10748,49741853
42288020,102950097
390946262,391368017
10222,329963658
10222,259157124
10222,259313274
10222,275165338
10222,148871018
10222,35551396
10222,230426931
10222,4975011
10222,183850420
10222,180324797
