institution_id,name
10097,Deutsches Krebsforschungszentrum (DKFZ)
10276,Ruhr-Universität Bochum
10210,Technische Universität Darmstadt
10097,Deutsches Krebsforschungszentrum (DKFZ)
10353,Technische Universität Dresden
10047,Ruprecht-Karls-Universität Heidelberg
10097,Deutsches Krebsforschungszentrum (DKFZ)
10047,Ruprecht-Karls-Universität Heidelberg
10097,Deutsches Krebsforschungszentrum (DKFZ)
30315,Alfried Krupp Krankenhaus - Rüttenscheid
10182,Universität Bremen
27070719,Stiftung Preußischer Kulturbesitz
10238,Gottfried Wilhelm Leibniz Universität Hannover
12914,Staatliches Museum für Naturkunde Stuttgart - Zentrum für Biodiversitätsforschung
10182,Universität Bremen
10097,Deutsches Krebsforschungszentrum (DKFZ)
10355,Technische Universität Chemnitz
10097,Deutsches Krebsforschungszentrum (DKFZ)
10182,Universität Bremen
10450,Deutsches Primatenzentrum GmbH - Leibniz-Institut für Primatenforschung (DPZ)
10418,Deutsches Rheuma-Forschungszentrum Berlin (DRFZ)
169579332,Karlsruher Institut für Technologie (KIT)
10125,Technische Universität München (TUM)
169579332,Karlsruher Institut für Technologie (KIT)
10192,Universität Hamburg
10394,Helmholtz-Zentrum für Umweltforschung (UFZ)
30370,Deutsches Zentrum für Altersfragen (DZA)
10238,Gottfried Wilhelm Leibniz Universität Hannover
10188,Leibniz-Institut für Werkstofforientierte Technologien IWT
10317,Deutsches Zentrum für Luft- und Raumfahrt (DLR)
10045,Universität Mannheim
10182,Universität Bremen
10057,Universität Ulm
169579332,Karlsruher Institut für Technologie (KIT)
23691485,HELIOS Kliniken GmbH
10053,Universität Konstanz
30392,Neurologisches Rehabilitationszentrum Leipzig (NRZ)
10113,Universität Regensburg
10057,Universität Ulm
30402,Klinikum Kassel GmbH
30405,Vitos Haina gemeinnützige GmbH
30408,Schwarzwald-Baar Klinikum Villingen-Schwenningen GmbH
30411,Zentralklinik Bad Berka GmbH
30413,St. Franziskus-Hospital Münster
30315,Alfried Krupp Krankenhaus - Rüttenscheid
10272,Westfälische Wilhelms-Universität Münster
17136681,Evangelisches Krankenhaus Bielefeld gGmbH
10181,Wissenschaftszentrum Berlin für Sozialforschung gGmbH (WZB)
30424,Klinikum Passau
10370,Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e.V.
10150,Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt
30429,Medizinisches Zentrum Itzehoe
10337,Christian-Albrechts-Universität zu Kiel
174301667,Städtisches Klinikum München GmbH
30437,Krankenhaus Nordwest
10317,Deutsches Zentrum für Luft- und Raumfahrt (DLR)
980450,Robert-Bosch-Krankenhaus GmbH
10051,Eberhard Karls Universität Tübingen
10100,Europäisches Laboratorium für Molekularbiologie (EMBL)
10171,Hochschule für Wirtschaft und Recht Berlin
30458,Axxima Pharmaceuticals AG
10389,Leibniz-Institut für Nutztierbiologie (FBN)
30464,Forschungsinstitut für Philosophie
10435,Forschungszentrum Borstel - Leibniz Lungenzentrum
10150,Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt
10319,Forschungszentrum Jülich
169579332,Karlsruher Institut für Technologie (KIT)
169579332,Karlsruher Institut für Technologie (KIT)
30480,Berufsgenossenschaftliche Unfallklinik Frankfurt am Main
10187,Fraunhofer-Institut für Fertigungstechnik und Angewandte Materialforschung (IFAM)
10165,Freie Universität Berlin
10115,Friedrich-Alexander-Universität Erlangen-Nürnberg
10376,Helmholtz-Zentrum Potsdam - Deutsches GeoForschungsZentrum (GFZ)
10262,Helmholtz-Zentrum für Infektionsforschung (HZI)
10224,GSI Helmholtzzentrum für Schwerionenforschung GmbH
30505,Amt für Archäologische Denkmalpflege
10266,Heinrich-Heine-Universität Düsseldorf
10530,"Fraunhofer-Institut für Nachrichtentechnik, Heinrich-Hertz-Institut (HHI)"
12961,Hessisches Landesmuseum Darmstadt
10282,Universität zu Köln
10426,Charité - Universitätsmedizin Berlin
30525,Infracor GmbH
30527,INNOVENT Technologieentwicklung Jena e.V.
216083606,Senckenberg Gesellschaft für Naturforschung (SGN)
10208,Justus-Liebig-Universität Gießen
30536,Krankenhaus Mara gGmbH
10108,Ludwig-Maximilians-Universität München (LMU)
10357,Martin-Luther-Universität Halle-Wittenberg
10057,Universität Ulm
30554,Fraunhofer-Institut für Molekularbiologie und Angewandte Oekologie (IME)
10293,Rheinisch-Westfälische Technische Hochschule Aachen
10047,Ruprecht-Karls-Universität Heidelberg
10045,Universität Mannheim
10053,Universität Konstanz
10167,Technische Universität Berlin
10210,Technische Universität Darmstadt
10323,Johannes Gutenberg-Universität Mainz
10210,Technische Universität Darmstadt
10325,Technische Universität Kaiserslautern
10192,Universität Hamburg
30582,Kliniken Essen-Mitte
10182,Universität Bremen
10202,Universität Kassel
10182,Universität Bremen
10150,Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt
10123,Universität Augsburg
10286,Bergische Universität Wuppertal
30603,AndroTec GmbH Intelligente Automatisierungs- und Robotertechnik
10743,Evangelische Landeskirche in Württemberg
10427,Universität Potsdam
10244,Universität Osnabrück
10182,Universität Bremen
10108,Ludwig-Maximilians-Universität München (LMU)
10102,Zentralinstitut für Seelische Gesundheit (ZI)
10323,Johannes Gutenberg-Universität Mainz
30616,Forum für Ethik und Recht in der Medizin
10125,Technische Universität München (TUM)
10053,Universität Konstanz
30620,Asklepios Kliniken Hamburg GmbH
10047,Ruprecht-Karls-Universität Heidelberg
169579332,Karlsruher Institut für Technologie (KIT)
30631,St. Antonius-Hospital Gronau GmbH
980450,Robert-Bosch-Krankenhaus GmbH
10426,Charité - Universitätsmedizin Berlin
10400,Helmholtz-Zentrum Dresden-Rossendorf (HZDR)
30652,Robert Bosch GmbH
10206,Goethe-Universität Frankfurt am Main
10055,Albert-Ludwigs-Universität Freiburg
10427,Universität Potsdam
10431,Bernhard-Nocht-Institut für Tropenmedizin (BNITM)
29547,Bucerius Law School - Hochschule für Rechtswissenschaft Hamburg
980463,Niedersächsisches Landesmuseum Hannover
29916,Medizinischer Dienst der Krankenversicherung Baden-Württemberg (MDK)
30669,Europäische Kommission
10317,Deutsches Zentrum für Luft- und Raumfahrt (DLR)
10280,Universität Bielefeld
10108,Ludwig-Maximilians-Universität München (LMU)
30685,Volkswagen AG
10121,Julius-Maximilians-Universität Würzburg
10204,Philipps-Universität Marburg
10055,Albert-Ludwigs-Universität Freiburg
10499,Universität zu Lübeck
169579332,Karlsruher Institut für Technologie (KIT)
10427,Universität Potsdam
10357,Martin-Luther-Universität Halle-Wittenberg
30620,Asklepios Kliniken Hamburg GmbH
981740,Klinikum Eilbek
10178,Bundesanstalt für Materialforschung und -prüfung (BAM)
10397,Leibniz-Institut für Polymerforschung Dresden (IPF)
10047,Ruprecht-Karls-Universität Heidelberg
10247,Medizinische Hochschule Hannover (MHH)
10167,Technische Universität Berlin
10170,Beuth Hochschule für Technik Berlin
30783,Bundesamt für Kartographie und Geodäsie (BKG)
10192,Universität Hamburg
10499,Universität zu Lübeck
407666246,Vincentius-Diakonissen-Kliniken gAG
10179,Robert Koch-Institut (RKI)
10266,Heinrich-Heine-Universität Düsseldorf
17443944,Umweltbundesamt (UBA)
13044,Siemens AG
12910,Daimler AG
10108,Ludwig-Maximilians-Universität München (LMU)
10420,Max-Delbrück-Centrum für Molekulare Medizin (MDC) in der Helmholtz-Gemeinschaft
10167,Technische Universität Berlin
10351,Universität Leipzig
10353,Technische Universität Dresden
10049,Universität Hohenheim
30773,Byk-Gulden Lomberg Chemische Fabrik GmbH
10317,Deutsches Zentrum für Luft- und Raumfahrt (DLR)
10325,Technische Universität Kaiserslautern
30777,Deutscher Akademischer Austauschdienst (DAAD)
30783,Bundesamt für Kartographie und Geodäsie (BKG)
30786,Sächsisches Staatsministerium für Umwelt und Landwirtschaft
30790,Hochschulrektorenkonferenz
30793,Institut für Sicherheits- und Präventionsforschung (ISIP)
10274,Technische Universität Dortmund
972220,Universität Duisburg-Essen
30808,Centre Marc Bloch - Deutsch-Französisches Forschungszentrum für Sozialwissenschaften
216083606,Senckenberg Gesellschaft für Naturforschung (SGN)
10450,Deutsches Primatenzentrum GmbH - Leibniz-Institut für Primatenforschung (DPZ)
10206,Goethe-Universität Frankfurt am Main
10097,Deutsches Krebsforschungszentrum (DKFZ)
30819,Leibniz-Institut für umweltmedizinische Forschung (IUF)
10167,Technische Universität Berlin
174301667,Städtisches Klinikum München GmbH
30826,Fränkisches Freilandmuseum
17136681,Evangelisches Krankenhaus Bielefeld gGmbH
10233,Carl von Ossietzky Universität Oldenburg
30830,Wissenschaftsrat
10278,Universität Paderborn
972220,Universität Duisburg-Essen
10323,Johannes Gutenberg-Universität Mainz
10047,Ruprecht-Karls-Universität Heidelberg
10450,Deutsches Primatenzentrum GmbH - Leibniz-Institut für Primatenforschung (DPZ)
10233,Carl von Ossietzky Universität Oldenburg
262510,"Advanced Projects Rieter Schweiz Rieter Automotive Germany GmbH, Roßdorf"
10317,Deutsches Zentrum für Luft- und Raumfahrt (DLR)
10445,Physikalisch-Technische Bundesanstalt (PTB)
21090880,Stony Brook University
20169186,Emory University
262586,Technische Universität Eindhoven
262594,Centre de Recherche Pétrographique et Géochimique
12508472,Eidgenössische Technische Hochschule Zürich (ETH)
262610,Ecole pratique des Hautes Etudes
262614,Asko-Europa-Stiftung
262618,University College London (UCL)
392382,Rijksuniversiteit Groningen
34118560,Danmarks Tekniske Universitet (DTU)
262638,University of Copenhagen
262642,Centre scientifique
262646,Université Paris Sud 11
262650,University of Glasgow
262654,University of Strathclyde
40935925,"Dept. of Bioengineering and Aerospace Engineering Juan Benet Building, office 7.2.H26 Universidad Carlos III of Madrid"
41037944,Universidad Nacional de Educacion a Distancia (UNED)
262666,Universität Basel
262674,University of Edinburgh
392411,Universiteit van Amsterdam
21091732,Leiden University
262690,Université Catholique de Louvain
262694,University of Kent
20769364,Umeå universitet
262702,Université de Paris II (Pantheon-Assas)
262706,Université Montesquieu Bordeaux IV
262714,Université Joseph Fourier
29712494,Vrije Universiteit Amsterdam
40117174,University of Chemistry and Technology
21090372,Silesian University of Technology
19658872,Erasmus Universiteit Rotterdam
262746,EUR-Department of Clinical Genetics
32542959,Università degli Studi di Firenze
969232,Karolinska Institutet
386437,Universiteit Maastricht (UM)
863564,Universiteit Utrecht
392382,Rijksuniversiteit Groningen
12386806,Budapest University of Technology and Economics (BME)
262782,DOT GmbH
21092924,Université de Strasbourg
262794,University of Jyväskylä
262802,Hammersmith Hospital London
42288020,Queen Mary University of London
262646,Université Paris Sud 11
10365,Humboldt-Universität zu Berlin
369853,Massachusetts Institute of Technology (MIT)
10321,Universität Trier
370031,Université du Luxembourg
370726,Laboratoire National de la Santé
371852,University of Pittsburgh
169579332,Karlsruher Institut für Technologie (KIT)
10363,Friedrich-Schiller-Universität Jena
10266,Heinrich-Heine-Universität Düsseldorf
10362,Bauhaus-Universität Weimar
10768,Universität Erfurt
10362,Bauhaus-Universität Weimar
375070,The University of Chicago
10362,Bauhaus-Universität Weimar
10276,Ruhr-Universität Bochum
10121,Julius-Maximilians-Universität Würzburg
10115,Friedrich-Alexander-Universität Erlangen-Nürnberg
41897992,Commissariat à l'Energie Atomique et aux Energies Alternatives (CEA)
376010,Laboratoire de dynamique des fluides complexes (LDFC)
10108,Ludwig-Maximilians-Universität München (LMU)
10363,Friedrich-Schiller-Universität Jena
378311,Uniwersytet Wroclawski
207720564,Università Iuav di Venezia
379463,Technische Universität Wien
379818,Aarhus University
10768,Universität Erfurt
384004,"Imperial College London, South Kensignton Campus"
38027946,King's College London
384025,Moorfields Eye Hospital
386437,Universiteit Maastricht (UM)
387425,Universität Zürich
422242,Columbia University in the City of New York
262666,Universität Basel
388886,Archäologische Staatssammlung München
20762544,The Hebrew University of Jerusalem
392382,Rijksuniversiteit Groningen
392391,Universiteit Twente
392411,Universiteit van Amsterdam
20772832,Delft University of Technology
262586,Technische Universität Eindhoven
20772832,Delft University of Technology
262586,Technische Universität Eindhoven
20772832,Delft University of Technology
262586,Technische Universität Eindhoven
10047,Ruprecht-Karls-Universität Heidelberg
387425,Universität Zürich
415752,Universitetet i Bergen
415760,Høgskolen i Bergen
415752,Universitetet i Bergen
415768,Universitetet i Oslo (UiO)
416860,Warsaw University
416864,Warsaw University of Technology
416868,Polish Academy of Sciences (PAN)
262666,Universität Basel
10121,Julius-Maximilians-Universität Würzburg
10125,Technische Universität München (TUM)
419544,Fermi National Accelerator Laboratory
421477,Università degli Studi di Trento
422537,Universität Innsbruck
387425,Universität Zürich
422242,Columbia University in the City of New York
422315,The City University of New York (CUNY)
422537,Universität Innsbruck
422695,Chiang Mai University
37905267,Chinese Academy of Sciences (CAS)
422537,Universität Innsbruck
425193,China Agricultural University Beijing
40117174,University of Chemistry and Technology
20781380,Univerzitaria Karlova
430475,Tschechische Akademie der Wissenschaften
21093400,Portland State University
53796889,Università degli Studi di Torino
387425,Universität Zürich
37905267,Chinese Academy of Sciences (CAS)
442334,"University of California, Davis (UCD)"
442338,"University of California, Irvine (UCI)"
442481,University of Utah
26929017,Arizona State University
416860,Warsaw University
21093064,Technical University Szczecin
10444,Julius Kühn-Institut (JKI) - Bundesforschungsinstitut für Kulturpflanzen
17014160,"Harvard University, USA"
447843,"Dublin City University, Irland"
447850,University of Dublin Trinity College Dublin
447901,Microsoft Research
449460,University of Central Florida
969232,Karolinska Institutet
863564,Universiteit Utrecht
461703,Université de Bordeaux 1
461743,University of Southampton
10192,Universität Hamburg
463031,Hungarian Academy of Sciences (HAS)
10363,Friedrich-Schiller-Universität Jena
463517,University of Washington
10284,Rheinische Friedrich-Wilhelms-Universität Bonn
10293,Rheinisch-Westfälische Technische Hochschule Aachen
471451,Academy of Sciences of the Czech Republik
392391,Universiteit Twente
768751,Universität Wien
10335,Universität des Saarlandes
20108354,Beijing Normal University
37905267,Chinese Academy of Sciences (CAS)
774412,National Science Foundation (NSF)
774766,Universität Novi Sad
774816,Universität Tilburg
20685012,University of Bristol
775502,Institut für Genetik und Molekulare Biologie
775508,Université Claude Bernard Lyon 1
775562,Friedrich Miescher Institut für Biomedizinische Forschung
775580,Rockefeller University
17014160,"Harvard University, USA"
776103,National Institutes of Health (NIH)
776384,"University of California, San Francisco (UCSF)"
24102150,"University of California, San Diego"
72476227,Technion - Israel Institute of Technology
776531,Ben-Gurion Universität von Negev
780893,Université Paris 1 Panthéon-Sorbonne
784654,Université Nice Sophia Antipolis
10047,Ruprecht-Karls-Universität Heidelberg
10349,Technische Universität Bergakademie Freiberg
10284,Rheinische Friedrich-Wilhelms-Universität Bonn
795826,Université Paris 8
797865,Nagoya University
797953,"University of California, Riverside"
15580337,Universität Bern
37905267,Chinese Academy of Sciences (CAS)
10342,Helmholtz-Zentrum Geesthacht (HZG) - Zentrum für Material- und Küstenforschung GmbH
10210,Technische Universität Darmstadt
10306,Hochschule Bochum
10301,Deutsche Sporthochschule Köln
811132,Institut Fluid- und Pumpentechnik e.V.
10121,Julius-Maximilians-Universität Würzburg
10293,Rheinisch-Westfälische Technische Hochschule Aachen
10167,Technische Universität Berlin
10125,Technische Universität München (TUM)
812182,Süddeutsches Kunststoff-Zentrum
25022467,Universität für Bodenkultur Wien
812208,ArcelorMittal Eisenhüttenstadt Forschungs- und Qualitätszentrum GmbH
10345,Universität Rostock
21093424,Princeton University
812235,Arbeit und Zukunft e.V.
812239,STEAG Energy Services GmbH
10580,Westsächsische Hochschule Zwickau
10115,Friedrich-Alexander-Universität Erlangen-Nürnberg
20764188,Paul Scherrer Institut (PSI)
10288,FernUniversität in Hagen
10266,Heinrich-Heine-Universität Düsseldorf
826506,Institut National Polytechnique de Grenoble
387425,Universität Zürich
12508472,Eidgenössische Technische Hochschule Zürich (ETH)
828778,Karl-Franzens-Universität Graz
262666,Universität Basel
10337,Christian-Albrechts-Universität zu Kiel
830916,Eötvös Loránd University
41529787,Centre de Recherche Public Henri Tudor
833289,École Nationale Supérieure des Industries Chimiques (ENSIC)
10282,Universität zu Köln
15580337,Universität Bern
10278,Universität Paderborn
10282,Universität zu Köln
842211,"Internationales Institut für Molekular- und Zellbiologie, Trojdena/Warshaw"
863564,Universiteit Utrecht
31968401,Wageningen University
865508,Universität Tel Aviv
866293,Chinesisch-Deutsches Zentrum für Wissenschaftsförderung Beijing
12508472,Eidgenössische Technische Hochschule Zürich (ETH)
968084,Tsinghua University
968729,LVR-LandesMuseum Bonn
969232,Karolinska Institutet
970754,Badische Landesbibliothek
970755,Gesellschaft zur Förderung der Krebstherapie e.V.
970757,Württembergische Landesbibliothek
970758,Staats- und Stadtbibliothek Augsburg
970759,Zentralinstitut für Kunstgeschichte (ZI)
970760,Bayerische Staatsbibliothek
970761,Generaldirektion der Staatlichen Archive Bayerns
10117,Universität Bayreuth
970765,Zentral- und Landesbibliothek Berlin (ZLB)
970766,Staatsarchiv Bremen
970767,Institut für Zuckerrübenforschung
970768,Staats- und Universitätsbibliothek Carl von Ossietzky
32623150,Deutsche Nationalbibliothek
10527,GIGA Leibniz-Institut für Globale und Regionale Studien
970772,WHU - Otto Beisheim School of Management
970776,Laser-Laboratorium Göttingen e.V. (LLG)
970777,Laser Zentrum Hannover e.V. (LZH)
970778,Gottfried Wilhelm Leibniz Bibliothek Niedersächsische Landesbibliothek
20710694,Friedrich-Ebert-Stiftung e.V.
970780,Institut für Mittelstandsforschung Bonn
970784,Deutsche Zentralbibliothek für Medizin (ZB MED) - Informationszentrum Lebenswissenschaften
970785,Landeshauptarchiv Koblenz
970790,Hochschule Bonn-Rhein-Sieg
970791,Landesarchiv Baden-Württemberg
970793,Bibliotheksservice-Zentrum Baden-Württemberg (BSZ)
970796,Schleswig-Holsteinische Landesbibliothek
970797,Stiftung Deutsches Rundfunkarchiv
27070719,Stiftung Preußischer Kulturbesitz
970810,Institut für Prävention und Arbeitsmedizin der Deutschen Gesetzlichen Unfallversicherung (IPA)
10110,Katholische Universität Eichstätt-Ingolstadt
10246,"Hochschule für Musik, Theater und Medien Hannover"
10202,Universität Kassel
10301,Deutsche Sporthochschule Köln
10065,Pädagogische Hochschule Ludwigsburg
10278,Universität Paderborn
10253,Hochschule für angewandte Wissenschaft und Kunst Hildesheim/Holzminden/Göttingen
10548,"Hochschule für Technik, Wirtschaft und Kultur Leipzig (HTWK)"
10252,Hochschule Hannover
10130,Hochschule für angewandte Wissenschaften München
10293,Rheinisch-Westfälische Technische Hochschule Aachen
10165,Freie Universität Berlin
10276,Ruhr-Universität Bochum
10240,Technische Universität Braunschweig
10210,Technische Universität Darmstadt
972220,Universität Duisburg-Essen
972220,Universität Duisburg-Essen
10266,Heinrich-Heine-Universität Düsseldorf
10208,Justus-Liebig-Universität Gießen
10236,Georg-August-Universität Göttingen
169579332,Karlsruher Institut für Technologie (KIT)
10282,Universität zu Köln
10323,Johannes Gutenberg-Universität Mainz
10204,Philipps-Universität Marburg
10272,Westfälische Wilhelms-Universität Münster
10244,Universität Osnabrück
10278,Universität Paderborn
10113,Universität Regensburg
10365,Humboldt-Universität zu Berlin
10426,Charité - Universitätsmedizin Berlin
10533,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth
10165,Freie Universität Berlin
10426,Charité - Universitätsmedizin Berlin
10365,Humboldt-Universität zu Berlin
10276,Ruhr-Universität Bochum
10182,Universität Bremen
10355,Technische Universität Chemnitz
10274,Technische Universität Dortmund
10266,Heinrich-Heine-Universität Düsseldorf
10055,Albert-Ludwigs-Universität Freiburg
10196,Helmut-Schmidt-Universität
169579332,Karlsruher Institut für Technologie (KIT)
10465,Universität Koblenz-Landau
10465,Universität Koblenz-Landau
10053,Universität Konstanz
10351,Universität Leipzig
10045,Universität Mannheim
20703790,Universitätsklinikum Gießen und Marburg GmbH - Standort Marburg
10125,Technische Universität München (TUM)
10272,Westfälische Wilhelms-Universität Münster
10244,Universität Osnabrück
10057,Universität Ulm
10121,Julius-Maximilians-Universität Würzburg
10045,Universität Mannheim
10337,Christian-Albrechts-Universität zu Kiel
10272,Westfälische Wilhelms-Universität Münster
10426,Charité - Universitätsmedizin Berlin
10365,Humboldt-Universität zu Berlin
10204,Philipps-Universität Marburg
10057,Universität Ulm
10055,Albert-Ludwigs-Universität Freiburg
10244,Universität Osnabrück
10353,Technische Universität Dresden
10465,Universität Koblenz-Landau
10426,Charité - Universitätsmedizin Berlin
10355,Technische Universität Chemnitz
10351,Universität Leipzig
10353,Technische Universität Dresden
10355,Technische Universität Chemnitz
10282,Universität zu Köln
10344,Brandenburgische Technische Universität Cottbus-Senftenberg (BTU)
10344,Brandenburgische Technische Universität Cottbus-Senftenberg (BTU)
10293,Rheinisch-Westfälische Technische Hochschule Aachen
10244,Universität Osnabrück
10204,Philipps-Universität Marburg
10266,Heinrich-Heine-Universität Düsseldorf
10427,Universität Potsdam
10335,Universität des Saarlandes
10108,Ludwig-Maximilians-Universität München (LMU)
10335,Universität des Saarlandes
10165,Freie Universität Berlin
10121,Julius-Maximilians-Universität Würzburg
10165,Freie Universität Berlin
10121,Julius-Maximilians-Universität Würzburg
10284,Rheinische Friedrich-Wilhelms-Universität Bonn
10121,Julius-Maximilians-Universität Würzburg
10284,Rheinische Friedrich-Wilhelms-Universität Bonn
10323,Johannes Gutenberg-Universität Mainz
10121,Julius-Maximilians-Universität Würzburg
10323,Johannes Gutenberg-Universität Mainz
10323,Johannes Gutenberg-Universität Mainz
10059,Universität Stuttgart
10365,Humboldt-Universität zu Berlin
10293,Rheinisch-Westfälische Technische Hochschule Aachen
10365,Humboldt-Universität zu Berlin
10293,Rheinisch-Westfälische Technische Hochschule Aachen
10113,Universität Regensburg
10293,Rheinisch-Westfälische Technische Hochschule Aachen
169579332,Karlsruher Institut für Technologie (KIT)
10365,Humboldt-Universität zu Berlin
10276,Ruhr-Universität Bochum
10282,Universität zu Köln
10276,Ruhr-Universität Bochum
10335,Universität des Saarlandes
10353,Technische Universität Dresden
10335,Universität des Saarlandes
10353,Technische Universität Dresden
10426,Charité - Universitätsmedizin Berlin
10335,Universität des Saarlandes
10353,Technische Universität Dresden
10335,Universität des Saarlandes
10123,Universität Augsburg
10204,Philipps-Universität Marburg
10353,Technische Universität Dresden
10204,Philipps-Universität Marburg
10399,Leibniz-Institut für Festkörper- und Werkstoffforschung Dresden (IFW) e.V.
10353,Technische Universität Dresden
10272,Westfälische Wilhelms-Universität Münster
10055,Albert-Ludwigs-Universität Freiburg
10167,Technische Universität Berlin
10244,Universität Osnabrück
10167,Technische Universität Berlin
10202,Universität Kassel
10282,Universität zu Köln
10244,Universität Osnabrück
10202,Universität Kassel
10337,Christian-Albrechts-Universität zu Kiel
10278,Universität Paderborn
20754486,Kliniken der Stadt Köln gGmbH
971576,Evangelisches Krankenhaus Köln-Kalk gGmbH
971577,Krankenhaus Porz am Rhein
10359,Otto-von-Guericke-Universität Magdeburg
10108,Ludwig-Maximilians-Universität München (LMU)
10280,Universität Bielefeld
10291,Universität Siegen
10325,Technische Universität Kaiserslautern
10280,Universität Bielefeld
10325,Technische Universität Kaiserslautern
10280,Universität Bielefeld
10280,Universität Bielefeld
10266,Heinrich-Heine-Universität Düsseldorf
10280,Universität Bielefeld
10325,Technische Universität Kaiserslautern
169579332,Karlsruher Institut für Technologie (KIT)
10325,Technische Universität Kaiserslautern
10196,Helmut-Schmidt-Universität
10206,Goethe-Universität Frankfurt am Main
10194,Technische Universität Hamburg
10272,Westfälische Wilhelms-Universität Münster
10206,Goethe-Universität Frankfurt am Main
971725,Deutsches Forschungszentrum für Künstliche Intelligenz (DFKI)
10210,Technische Universität Darmstadt
10355,Technische Universität Chemnitz
10206,Goethe-Universität Frankfurt am Main
10325,Technische Universität Kaiserslautern
10182,Universität Bremen
10244,Universität Osnabrück
10189,Alfred-Wegener-Institut (AWI) Helmholtz-Zentrum für Polar- und Meeresforschung (AWI)
971764,Hessen-Forst
10254,Ostfalia Hochschule für angewandte Wissenschaften
971778,Landeshauptstadt Düsseldorf
971788,Hansestadt Lübeck
10533,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth
10330,Hochschule Kaiserslautern
10365,Humboldt-Universität zu Berlin
10323,Johannes Gutenberg-Universität Mainz
10276,Ruhr-Universität Bochum
10321,Universität Trier
10047,Ruprecht-Karls-Universität Heidelberg
10182,Universität Bremen
10353,Technische Universität Dresden
10325,Technische Universität Kaiserslautern
10113,Universität Regensburg
10059,Universität Stuttgart
10278,Universität Paderborn
10123,Universität Augsburg
10280,Universität Bielefeld
10202,Universität Kassel
10236,Georg-August-Universität Göttingen
10266,Heinrich-Heine-Universität Düsseldorf
10236,Georg-August-Universität Göttingen
10233,Carl von Ossietzky Universität Oldenburg
10337,Christian-Albrechts-Universität zu Kiel
10055,Albert-Ludwigs-Universität Freiburg
10206,Goethe-Universität Frankfurt am Main
10359,Otto-von-Guericke-Universität Magdeburg
10121,Julius-Maximilians-Universität Würzburg
10499,Universität zu Lübeck
10108,Ludwig-Maximilians-Universität München (LMU)
10150,Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt
10284,Rheinische Friedrich-Wilhelms-Universität Bonn
971985,Bonn-Aachen International Center for Information Technology b-it
10108,Ludwig-Maximilians-Universität München (LMU)
10196,Helmut-Schmidt-Universität
10280,Universität Bielefeld
10113,Universität Regensburg
10280,Universität Bielefeld
10210,Technische Universität Darmstadt
10280,Universität Bielefeld
10210,Technische Universität Darmstadt
10194,Technische Universität Hamburg
10125,Technische Universität München (TUM)
10325,Technische Universität Kaiserslautern
10055,Albert-Ludwigs-Universität Freiburg
10427,Universität Potsdam
10278,Universität Paderborn
10278,Universität Paderborn
10291,Universität Siegen
10276,Ruhr-Universität Bochum
10291,Universität Siegen
10272,Westfälische Wilhelms-Universität Münster
10353,Technische Universität Dresden
10244,Universität Osnabrück
10274,Technische Universität Dortmund
972114,Augusta-Kranken-Anstalt
972117,Leibniz-Institut für Arbeitsforschung an der TU Dortmund (IfADo)
972121,Ev. BETHESDA-JOHANNITER-Klinikum Duisburg GmbH Johanniter-Krankenhaus Rheinhausen
10357,Martin-Luther-Universität Halle-Wittenberg
10353,Technische Universität Dresden
10210,Technische Universität Darmstadt
10123,Universität Augsburg
10125,Technische Universität München (TUM)
10045,Universität Mannheim
10125,Technische Universität München (TUM)
10345,Universität Rostock
10125,Technische Universität München (TUM)
10514,Europa-Universität Viadrina Frankfurt (Oder)
174301667,Städtisches Klinikum München GmbH
10208,Justus-Liebig-Universität Gießen
10357,Martin-Luther-Universität Halle-Wittenberg
972213,Klinikum Lippe GmbH
28966,Klinikum Dortmund gGmbH
10119,Otto-Friedrich-Universität Bamberg
972220,Universität Duisburg-Essen
10059,Universität Stuttgart
10192,Universität Hamburg
10323,Johannes Gutenberg-Universität Mainz
10359,Otto-von-Guericke-Universität Magdeburg
972244,Institut für Arbeitsrecht und Arbeitsbeziehungen in der Europäischen Union (IAAEU)
972246,Leibniz-Zentrum für Psychologische Information und Dokumentation (ZPID)
10321,Universität Trier
10238,Gottfried Wilhelm Leibniz Universität Hannover
10192,Universität Hamburg
10293,Rheinisch-Westfälische Technische Hochschule Aachen
10192,Universität Hamburg
10266,Heinrich-Heine-Universität Düsseldorf
10293,Rheinisch-Westfälische Technische Hochschule Aachen
10266,Heinrich-Heine-Universität Düsseldorf
10238,Gottfried Wilhelm Leibniz Universität Hannover
10108,Ludwig-Maximilians-Universität München (LMU)
10365,Humboldt-Universität zu Berlin
10382,Ernst-Moritz-Arndt-Universität Greifswald
10266,Heinrich-Heine-Universität Düsseldorf
10202,Universität Kassel
10286,Bergische Universität Wuppertal
10057,Universität Ulm
972220,Universität Duisburg-Essen
10165,Freie Universität Berlin
169579332,Karlsruher Institut für Technologie (KIT)
10165,Freie Universität Berlin
30582,Kliniken Essen-Mitte
