project_id_number,institution_id,relation_type
287392730,10470,APPLYING
287398422,10337,APPLYING
288034826,10353,APPLYING
288111948,287255235,PARTICIPATING
288115331,10272,APPLYING
288232261,10240,APPLYING
288266894,10165,APPLYING
288267104,169579332,APPLYING
288342734,10057,APPLYING
288359129,10357,APPLYING
288366109,10210,APPLYING
288367797,10210,APPLYING
288450253,10117,APPLYING
288537446,10355,APPLYING
288711723,10345,APPLYING
288772578,10274,APPLYING
288900956,10117,APPLYING
288901098,10335,APPLYING
288921199,10429,APPLYING
288937145,10335,APPLYING
288940463,10335,APPLYING
288984503,10359,APPLYING
289058414,10236,APPLYING
289073315,10427,APPLYING
289094338,10335,APPLYING
289096933,10335,APPLYING
289137251,10335,APPLYING
289212529,10202,APPLYING
289214842,13702,APPLYING
289227243,10125,APPLYING
289227631,10274,APPLYING
289269736,10266,APPLYING
289328016,10427,APPLYING
289328373,10427,APPLYING
289328530,10427,APPLYING
289328779,10427,APPLYING
289328934,10427,APPLYING
289347353,25529,PARTICIPATING
289347353,10422,PARTICIPATING
289347353,10420,PARTICIPATING
289347353,262530,PARTICIPATING
289347353,10365,APPLYING
289442692,10210,APPLYING
289442879,10210,APPLYING
289455044,10210,APPLYING
289455319,10210,APPLYING
289455686,10210,APPLYING
289455865,10210,APPLYING
289455911,10210,APPLYING
289455949,10210,APPLYING
289456120,10210,APPLYING
289456419,10210,APPLYING
289456516,10210,APPLYING
289456633,10210,APPLYING
289456754,10210,APPLYING
289456833,10210,APPLYING
289456881,10210,APPLYING
289466366,13075,APPLYING
289514371,10335,APPLYING
289514650,10335,APPLYING
289515166,10335,APPLYING
289515377,10335,APPLYING
289529939,10266,APPLYING
289530848,10266,APPLYING
289532423,10266,APPLYING
289533017,10266,APPLYING
289533163,10266,APPLYING
289533346,10266,APPLYING
289533368,10051,APPLYING
289533451,10266,APPLYING
289533886,10266,APPLYING
289534158,10266,APPLYING
289554063,10266,APPLYING
289554527,10266,APPLYING
289571222,10266,APPLYING
289575939,10266,APPLYING
289576213,10266,APPLYING
289576492,10266,APPLYING
289579862,10047,APPLYING
289580405,10266,APPLYING
289580743,10266,APPLYING
289580824,10266,APPLYING
289580927,10266,APPLYING
289581027,10266,APPLYING
289581099,10047,APPLYING
289581246,10266,APPLYING
289581404,10266,APPLYING
289631148,10351,APPLYING
289632085,10359,APPLYING
289632344,10359,APPLYING
289632362,10351,APPLYING
289632561,10359,APPLYING
289632868,10359,APPLYING
289632894,10351,APPLYING
289633327,10351,APPLYING
289633583,10351,APPLYING
289634105,10351,APPLYING
289634922,10351,APPLYING
289635223,10351,APPLYING
289635601,10351,APPLYING
289635896,10351,APPLYING
289635943,10192,APPLYING
289636074,10192,APPLYING
289640641,10192,APPLYING
289641235,10192,APPLYING
289641261,10351,APPLYING
289641511,10351,APPLYING
289641722,10192,APPLYING
289641770,10351,APPLYING
289641889,10351,APPLYING
289641905,10192,APPLYING
289641948,10351,APPLYING
289642019,10351,APPLYING
289642077,10351,APPLYING
289642218,10351,APPLYING
289642329,10351,APPLYING
289653939,10192,APPLYING
289654261,10192,APPLYING
289656094,10192,APPLYING
289656965,10192,APPLYING
289657278,10192,APPLYING
289660632,10192,APPLYING
289661794,10192,APPLYING
289663215,10192,APPLYING
289664153,10192,APPLYING
289664184,10351,APPLYING
289664538,10351,APPLYING
289664756,10192,APPLYING
289665181,10351,APPLYING
289665510,10192,APPLYING
289665821,10192,APPLYING
289665907,10192,APPLYING
289665913,10351,APPLYING
289666511,10351,APPLYING
289669081,10351,APPLYING
289709210,10351,APPLYING
289711797,10351,APPLYING
289720491,10351,APPLYING
289722541,10351,APPLYING
289724043,10351,APPLYING
289724401,10351,APPLYING
289724556,10351,APPLYING
289724900,10351,APPLYING
289725021,10351,APPLYING
289725099,10351,APPLYING
289725410,10351,APPLYING
289769767,10335,APPLYING
289770117,10335,APPLYING
289782445,10351,APPLYING
289789459,10351,APPLYING
289790526,10351,APPLYING
289791342,10351,APPLYING
289817013,10115,APPLYING
289817339,10115,APPLYING
289821347,10051,APPLYING
289826227,10115,APPLYING
289826678,10115,APPLYING
289827190,10115,APPLYING
289877516,10335,APPLYING
289879542,10335,APPLYING
289882679,10335,APPLYING
289884205,10335,APPLYING
289920014,10337,APPLYING
289959956,972220,APPLYING
289991870,10291,APPLYING
289993065,10291,APPLYING
289994073,10291,APPLYING
289994946,10291,APPLYING
289995795,10291,APPLYING
289996691,10291,APPLYING
289999072,10236,APPLYING
290006838,10115,APPLYING
290019031,10242,APPLYING
290020311,10182,APPLYING
290020501,10182,APPLYING
290020642,10117,APPLYING
290025249,10117,APPLYING
290025802,10236,APPLYING
290028009,10236,APPLYING
290028854,10236,APPLYING
290032924,10291,APPLYING
290040189,10291,APPLYING
290042426,10291,APPLYING
290045013,10291,APPLYING
290045248,10380,PARTICIPATING
290045248,10167,APPLYING
290045657,10291,APPLYING
290046006,10291,APPLYING
290051297,10236,APPLYING
290052581,10236,APPLYING
290052872,10291,APPLYING
290054213,10236,APPLYING
290054228,10291,APPLYING
290055700,10236,APPLYING
290056086,10236,APPLYING
290056682,10236,APPLYING
290057880,10236,APPLYING
290057981,10236,APPLYING
290058433,10236,APPLYING
290104487,10236,APPLYING
290105575,10236,APPLYING
290106652,10236,APPLYING
290107437,10236,APPLYING
290108888,10236,APPLYING
290154244,10051,APPLYING
290162323,10291,APPLYING
290163108,10291,APPLYING
290191002,10266,APPLYING
290191163,10266,APPLYING
290204773,10266,APPLYING
290206242,10266,APPLYING
290206396,10266,APPLYING
290210027,10192,APPLYING
290249267,10357,APPLYING
290250278,10357,APPLYING
290250667,10357,APPLYING
290252377,10236,APPLYING
290256359,10236,APPLYING
290266177,10321,APPLYING
290278514,10055,APPLYING
290279891,10055,APPLYING
290281113,10108,APPLYING
290284728,10108,APPLYING
290309115,10108,APPLYING
290309455,10108,APPLYING
290309551,10291,APPLYING
290311436,10108,APPLYING
290311921,10108,APPLYING
290319996,10325,APPLYING
290329451,10325,APPLYING
290336519,10365,APPLYING
290337465,10325,APPLYING
290337661,10325,APPLYING
290346834,10108,APPLYING
290347621,10108,APPLYING
290348797,10108,APPLYING
290349313,10108,APPLYING
290349870,10125,APPLYING
290351076,10108,APPLYING
290351909,10108,APPLYING
290353298,10108,APPLYING
290354269,169579332,APPLYING
290356942,10108,APPLYING
290358417,10108,APPLYING
290359142,10108,APPLYING
290359677,10108,APPLYING
290359796,10125,APPLYING
290365253,10108,APPLYING
290365572,10108,APPLYING
290367035,10325,APPLYING
290381457,10325,APPLYING
290385694,10325,APPLYING
290387867,10325,APPLYING
290391021,10438,PARTICIPATING
290391021,142931360,PARTICIPATING
290391021,10337,APPLYING
290391853,10325,APPLYING
290392684,10325,APPLYING
290395253,10325,APPLYING
290396061,10325,APPLYING
290396329,10325,APPLYING
290419055,10113,APPLYING
290424854,10055,APPLYING
290425333,10125,APPLYING
290425628,10125,APPLYING
290426116,10125,APPLYING
290427729,10055,APPLYING
290430460,10055,APPLYING
290431553,10055,APPLYING
290432258,10055,APPLYING
290433603,10325,APPLYING
290435980,10325,APPLYING
290442609,10325,APPLYING
290450605,10325,APPLYING
290452276,10325,APPLYING
290453073,10325,APPLYING
290453429,10325,APPLYING
290453569,10325,APPLYING
290458864,10055,APPLYING
290467361,10272,APPLYING
290476080,10272,APPLYING
290495584,14565,APPLYING
290598096,10125,APPLYING
290642915,10429,APPLYING
290739791,10125,APPLYING
290744311,10272,APPLYING
290759840,10165,APPLYING
290759859,10165,APPLYING
290759877,10165,APPLYING
290759897,10165,APPLYING
290759917,10165,APPLYING
290759947,10165,APPLYING
290759974,10165,APPLYING
290759993,10165,APPLYING
290760013,10165,APPLYING
290760032,10165,APPLYING
290760073,10165,APPLYING
290760093,10165,APPLYING
290760112,10165,APPLYING
290760158,10165,APPLYING
290760178,10165,APPLYING
290760195,10165,APPLYING
290771637,10233,APPLYING
290783402,10284,APPLYING
290783740,13702,APPLYING
290790829,10284,APPLYING
290826840,10240,APPLYING
290878970,10204,APPLYING
290923894,10167,APPLYING
292511505,10240,APPLYING
292632761,10240,APPLYING
294932784,10059,APPLYING
295331623,10293,APPLYING
295648808,10325,APPLYING
298243362,10238,APPLYING
298516280,10055,APPLYING
298564615,10125,APPLYING
298726046,10053,APPLYING
298760253,10125,APPLYING
298766289,13702,APPLYING
298840363,10236,APPLYING
298849995,10427,APPLYING
298903709,10233,APPLYING
298950072,10429,APPLYING
298960252,10429,APPLYING
299031882,10208,APPLYING
299032053,10282,APPLYING
299102935,10150,PARTICIPATING
299102935,10108,APPLYING
299150580,10345,APPLYING
299195825,10045,APPLYING
299295854,10165,APPLYING
299375766,10236,APPLYING
299465997,10276,APPLYING
302333393,10115,APPLYING
308446886,39727839,PARTICIPATING
308691806,10240,APPLYING
308803314,10272,APPLYING
310277925,10125,APPLYING
310365261,10045,APPLYING
310511447,10125,APPLYING
310524160,10351,APPLYING
310565625,10206,APPLYING
310567489,10047,APPLYING
310579027,10053,APPLYING
310613958,10236,APPLYING
310623151,10059,APPLYING
310716963,10293,APPLYING
310719673,10272,APPLYING
310892237,10353,APPLYING
310894372,10242,APPLYING
310953160,10284,APPLYING
311869128,10115,APPLYING
311869396,10427,APPLYING
312721107,10192,APPLYING
312936362,10053,APPLYING
312940432,10053,APPLYING
312952445,10053,APPLYING
312953969,10053,APPLYING
312958731,10053,APPLYING
312990916,10266,APPLYING
313031096,10053,APPLYING
313032418,10053,APPLYING
313049684,10053,APPLYING
313052061,10053,APPLYING
313079000,10349,APPLYING
313082588,10053,APPLYING
313147291,10768,APPLYING
313316251,10192,APPLYING
313385842,10349,APPLYING
313423327,10053,APPLYING
313423586,10053,APPLYING
313423913,10053,APPLYING
313434079,10053,APPLYING
313435915,10053,APPLYING
313436538,10053,APPLYING
313436932,10053,APPLYING
313437854,10053,APPLYING
313500584,10278,APPLYING
313676874,10059,APPLYING
313713174,10363,APPLYING
313717432,10179,PARTICIPATING
313717432,10365,APPLYING
313795268,10238,APPLYING
313851259,10055,APPLYING
313855520,10055,APPLYING
313884508,48308607,PARTICIPATING
313941667,10284,APPLYING
313947959,10240,APPLYING
314061271,10150,PARTICIPATING
314061271,10400,PARTICIPATING
314061271,10143,PARTICIPATING
314061271,10791,PARTICIPATING
314061271,10353,APPLYING
314067631,10236,APPLYING
314078426,10194,APPLYING
314135516,10266,APPLYING
314138632,10266,APPLYING
314139398,10115,APPLYING
314151794,10133,APPLYING
314165083,10240,APPLYING
314217651,10125,APPLYING
314224585,10282,APPLYING
314236985,10208,APPLYING
314238338,10208,APPLYING
314239194,10208,APPLYING
314245772,10208,APPLYING
314252807,10208,APPLYING
314256001,10208,APPLYING
314257276,10208,APPLYING
314301689,10208,APPLYING
314304047,10208,APPLYING
314329065,10208,APPLYING
314330031,10208,APPLYING
314330378,10208,APPLYING
314336575,10208,APPLYING
314395886,10208,APPLYING
314408762,10208,APPLYING
314418603,10208,APPLYING
314423855,10208,APPLYING
314517235,10351,APPLYING
314569734,10247,APPLYING
314575463,10325,APPLYING
314606043,10426,APPLYING
314668154,10266,APPLYING
314672770,10351,APPLYING
314695032,10113,APPLYING
314697707,10272,APPLYING
314699805,10353,APPLYING
314818285,10108,APPLYING
314838170,10359,APPLYING
314859888,10113,APPLYING
314863519,10059,APPLYING
314905040,10097,PARTICIPATING
314905040,10262,PARTICIPATING
314905040,10047,APPLYING
314953646,10206,APPLYING
314962629,10323,APPLYING
315068287,10208,APPLYING
315191607,10115,APPLYING
315211320,10355,APPLYING
315231638,10233,APPLYING
315235849,10233,APPLYING
315237370,10233,APPLYING
315329842,10204,APPLYING
315334127,10208,APPLYING
315343868,10208,APPLYING
315351557,10208,APPLYING
315440056,10055,APPLYING
315477589,10206,APPLYING
315492511,10238,APPLYING
315549936,10284,APPLYING
315563641,10284,APPLYING
315564088,10284,APPLYING
315564217,10284,APPLYING
315565198,10284,APPLYING
315565447,10284,APPLYING
315565710,10284,APPLYING
315579172,10238,APPLYING
315588512,10349,APPLYING
315588998,10284,APPLYING
315638847,10284,APPLYING
315639676,10284,APPLYING
315642945,10284,APPLYING
315655180,10233,APPLYING
315691478,10345,APPLYING
315695009,10284,APPLYING
315695308,10284,APPLYING
315695488,10284,APPLYING
315695648,10284,APPLYING
315695819,10284,APPLYING
315726683,10284,APPLYING
315733129,10284,APPLYING
315733451,10284,APPLYING
315851516,10113,APPLYING
315902837,10291,APPLYING
315917238,10284,APPLYING
315917703,10284,APPLYING
315933932,10182,APPLYING
315965653,10167,APPLYING
315965799,10167,APPLYING
316002380,10115,APPLYING
316045089,10236,APPLYING
316047817,10167,APPLYING
316048782,10167,APPLYING
316099922,10280,APPLYING
316125039,10167,APPLYING
316133350,10167,APPLYING
316133665,10167,APPLYING
316134061,10167,APPLYING
316138663,10113,APPLYING
316144477,10113,APPLYING
316158428,10167,APPLYING
316164396,10167,APPLYING
316213987,10416,PARTICIPATING
316213987,10415,PARTICIPATING
316213987,10414,PARTICIPATING
316213987,10363,APPLYING
316215830,10323,APPLYING
316249678,10314,PARTICIPATING
316249678,10334,PARTICIPATING
316249678,10057,APPLYING
316250345,10047,APPLYING
316250485,10047,APPLYING
316252063,10047,APPLYING
316253495,10047,APPLYING
316284487,10047,APPLYING
316286851,10047,APPLYING
316293312,10047,APPLYING
316301501,10047,APPLYING
316306451,10047,APPLYING
316306750,10047,APPLYING
316306937,10047,APPLYING
316443099,10165,APPLYING
316448077,10047,APPLYING
316450240,10047,APPLYING
316451824,10047,APPLYING
316452320,10047,APPLYING
316471355,10047,APPLYING
316502814,10282,APPLYING
316505142,10282,APPLYING
316506947,10047,APPLYING
316507438,10047,APPLYING
316511131,10282,APPLYING
316511451,10282,APPLYING
316523811,10282,APPLYING
316524818,10282,APPLYING
316538895,10282,APPLYING
316544700,10282,APPLYING
316546650,10282,APPLYING
316547715,10282,APPLYING
316548139,10282,APPLYING
316561474,10047,APPLYING
316569313,10047,APPLYING
316574588,10047,APPLYING
316629583,10121,APPLYING
316652933,10051,APPLYING
316708357,10108,APPLYING
316708473,10108,APPLYING
316708998,10108,APPLYING
316709139,10108,APPLYING
316732060,10337,APPLYING
316733760,10337,APPLYING
316733932,10337,APPLYING
316734846,10337,APPLYING
316737115,10337,APPLYING
316737839,10337,APPLYING
316738925,10337,APPLYING
316739879,10337,APPLYING
316740753,10337,APPLYING
316741870,10337,APPLYING
316799648,10337,APPLYING
316800713,10337,APPLYING
316802130,10337,APPLYING
316802535,10337,APPLYING
316803389,335877518,PARTICIPATING
316803389,10276,APPLYING
316818869,10337,APPLYING
316830474,10337,APPLYING
316834058,10337,APPLYING
316834742,10337,APPLYING
316835296,10337,APPLYING
316836039,10337,APPLYING
316836880,10337,APPLYING
316893580,169579332,APPLYING
316923741,10429,APPLYING
316938168,10047,APPLYING
316942900,10165,APPLYING
316946029,10165,APPLYING
316946654,10165,APPLYING
316947279,10165,APPLYING
316949093,10115,APPLYING
316988604,10284,APPLYING
316989059,10284,APPLYING
316989552,10284,APPLYING
316993631,10284,APPLYING
316994240,10284,APPLYING
316994628,10284,APPLYING
317067475,10247,APPLYING
317070918,10284,APPLYING
317073279,10165,APPLYING
317074235,10284,APPLYING
317076956,10284,APPLYING
317078155,10284,APPLYING
317078528,10284,APPLYING
317078937,10284,APPLYING
317079415,10284,APPLYING
317079989,10284,APPLYING
317080733,10284,APPLYING
317081603,10284,APPLYING
317089586,10284,APPLYING
317089815,10284,APPLYING
317089972,10284,APPLYING
317090689,10284,APPLYING
317090978,10284,APPLYING
317091116,10284,APPLYING
317091337,10284,APPLYING
317091516,10206,APPLYING
317113627,10165,APPLYING
317114034,10165,APPLYING
317114053,10165,APPLYING
317114096,10165,APPLYING
317114139,10165,APPLYING
317114229,10165,APPLYING
317174517,10125,APPLYING
317210226,10696,PARTICIPATING
317210226,10280,APPLYING
317232170,10353,APPLYING
317234745,10047,APPLYING
317235864,10047,APPLYING
317254174,10047,APPLYING
317268504,10047,APPLYING
317273820,10047,APPLYING
317275215,10047,APPLYING
317276370,10047,APPLYING
317277822,10047,APPLYING
317278855,10047,APPLYING
317280205,10047,APPLYING
317282011,10047,APPLYING
317282949,10047,APPLYING
317300873,10047,APPLYING
317302167,10047,APPLYING
317302840,10047,APPLYING
317305913,20765846,PARTICIPATING
317340908,10059,APPLYING
317348388,316960627,PARTICIPATING
317398292,972220,APPLYING
317421748,10293,APPLYING
317425935,10293,APPLYING
317469757,972220,APPLYING
317471001,10349,APPLYING
317471088,972220,APPLYING
317472698,972220,APPLYING
317475362,972220,APPLYING
317475864,10259,PARTICIPATING
317475864,10256,PARTICIPATING
317475864,10257,PARTICIPATING
317475864,234392314,PARTICIPATING
317475864,10236,APPLYING
317481066,972220,APPLYING
317485694,10293,APPLYING
317494828,10293,APPLYING
317513741,10376,PARTICIPATING
317513741,10711,PARTICIPATING
317513741,10240,APPLYING
317532130,10274,APPLYING
317539851,10108,APPLYING
317540555,10108,APPLYING
317543410,10108,APPLYING
317544399,10108,APPLYING
317545327,10355,APPLYING
317545338,10108,APPLYING
317546800,10108,APPLYING
317549554,10108,APPLYING
317551381,10108,APPLYING
317551788,10108,APPLYING
317552149,10108,APPLYING
317552415,10108,APPLYING
317553531,10108,APPLYING
317554018,10108,APPLYING
317555487,10108,APPLYING
317556048,10108,APPLYING
317556510,10108,APPLYING
317557289,10108,APPLYING
317559929,10108,APPLYING
317562095,10108,APPLYING
317562720,10108,APPLYING
317563519,10108,APPLYING
317602851,10202,APPLYING
317633480,10427,APPLYING
317653976,10121,APPLYING
317664947,10280,APPLYING
317673042,10238,APPLYING
317674815,972220,APPLYING
317675637,972220,APPLYING
317675875,972220,APPLYING
317677880,972220,APPLYING
317678052,972220,APPLYING
317682047,972220,APPLYING
317684906,972220,APPLYING
317685170,972220,APPLYING
317685594,972220,APPLYING
317686221,972220,APPLYING
317745926,10134,APPLYING
317747799,10134,APPLYING
317749361,10134,APPLYING
317750059,10134,APPLYING
317759767,972220,APPLYING
317761329,972220,APPLYING
317774455,972220,APPLYING
317784314,10483,APPLYING
317814164,10483,APPLYING
317826039,10047,APPLYING
317826173,10047,APPLYING
317826678,10047,APPLYING
317827090,10047,APPLYING
317827358,10047,APPLYING
317830855,10047,APPLYING
317843613,30224825,APPLYING
317850156,10170,APPLYING
317875660,10125,APPLYING
317877770,10266,APPLYING
317880357,10125,APPLYING
317880786,10125,APPLYING
317881207,10125,APPLYING
317881442,10125,APPLYING
317883055,10125,APPLYING
317890181,10125,APPLYING
317890697,10125,APPLYING
317891998,10125,APPLYING
317898022,10359,APPLYING
317898569,10049,APPLYING
317898788,10204,APPLYING
317899516,10204,APPLYING
317900124,10204,APPLYING
317910297,10206,APPLYING
317946759,10204,APPLYING
317949536,10204,APPLYING
317949800,10204,APPLYING
317950955,10204,APPLYING
317953636,10204,APPLYING
318003817,10055,APPLYING
318008321,10055,APPLYING
318008568,10055,APPLYING
318009012,10055,APPLYING
318009681,10055,APPLYING
318017425,10194,APPLYING
318018163,10282,APPLYING
318018560,10282,APPLYING
318019437,10194,APPLYING
318021085,10282,APPLYING
318021523,10194,APPLYING
318022439,10282,APPLYING
318023633,10282,APPLYING
318024828,10282,APPLYING
318025243,10282,APPLYING
318026295,10282,APPLYING
318028141,10282,APPLYING
318029273,10194,APPLYING
318030193,10282,APPLYING
318031539,10282,APPLYING
318033217,10282,APPLYING
318034545,10282,APPLYING
318035143,10282,APPLYING
318038788,10282,APPLYING
318040109,10282,APPLYING
318043768,10282,APPLYING
318048841,10282,APPLYING
318051246,10282,APPLYING
318053658,10282,APPLYING
318059000,10055,APPLYING
318064365,10055,APPLYING
318064412,10282,APPLYING
318064796,10055,APPLYING
318066234,10282,APPLYING
318070956,10282,APPLYING
318071373,10282,APPLYING
318072838,10055,APPLYING
318074374,10282,APPLYING
318086007,10282,APPLYING
318087317,10282,APPLYING
318087807,10282,APPLYING
318091520,10282,APPLYING
318093615,10282,APPLYING
318094053,10282,APPLYING
318095846,10055,APPLYING
318118605,10518,APPLYING
318127270,10047,APPLYING
318130197,10282,APPLYING
318131537,10282,APPLYING
318131733,10282,APPLYING
318131902,10282,APPLYING
318133020,10282,APPLYING
318135987,10282,APPLYING
318136665,10282,APPLYING
318138457,10282,APPLYING
318138697,10282,APPLYING
318138872,10282,APPLYING
318148674,10055,APPLYING
318149769,10055,APPLYING
318151195,10055,APPLYING
318156544,10426,APPLYING
318188813,10055,APPLYING
318227743,10202,APPLYING
318233551,80320415,APPLYING
318234234,10236,APPLYING
318234568,10236,APPLYING
318235567,10236,APPLYING
318243743,10236,APPLYING
318244827,10236,APPLYING
318245337,10236,APPLYING
318245743,10236,APPLYING
318246112,10323,APPLYING
318263363,10236,APPLYING
318272973,10323,APPLYING
318273344,10323,APPLYING
318274112,10055,APPLYING
318274174,10323,APPLYING
318279678,10055,APPLYING
318297468,10266,APPLYING
318346496,20762042,PARTICIPATING
318346496,10426,PARTICIPATING
318346496,270050876,PARTICIPATING
318346496,12964,PARTICIPATING
318346496,215029801,PARTICIPATING
318346496,10323,APPLYING
318357801,10323,APPLYING
318367213,10323,APPLYING
318374004,10323,APPLYING
318374792,10323,APPLYING
318375101,10323,APPLYING
318375383,10323,APPLYING
318375555,10323,APPLYING
318378417,10323,APPLYING
318379957,10323,APPLYING
318380217,10123,APPLYING
318383041,10167,APPLYING
318386137,10349,APPLYING
318400280,10059,APPLYING
318430723,972220,APPLYING
318434491,972220,APPLYING
318496331,10192,APPLYING
318508560,10272,APPLYING
318510281,10272,APPLYING
318510976,10272,APPLYING
318512971,10272,APPLYING
318514339,10272,APPLYING
318527592,10192,APPLYING
318530041,10192,APPLYING
318565232,10057,APPLYING
318581368,10057,APPLYING
318591154,10057,APPLYING
318594007,10108,APPLYING
318594060,10057,APPLYING
318596943,10108,APPLYING
318596953,10057,APPLYING
318601939,972220,APPLYING
318612084,10323,APPLYING
318615351,10323,APPLYING
318615823,10323,APPLYING
318616634,10192,APPLYING
318616867,10115,APPLYING
318620381,10323,APPLYING
318620708,10192,APPLYING
318620898,10323,APPLYING
318621209,10323,APPLYING
318621810,10323,APPLYING
318634933,10353,APPLYING
318635392,10192,APPLYING
318638301,10353,APPLYING
318640916,10192,APPLYING
318642827,10192,APPLYING
318720509,10353,APPLYING
318720750,10353,APPLYING
318721357,10353,APPLYING
318724017,10353,APPLYING
318724740,10353,APPLYING
318726806,10192,APPLYING
318726815,10059,APPLYING
318727888,10192,APPLYING
318728097,10192,APPLYING
318753281,10182,APPLYING
318763901,10376,PARTICIPATING
318763901,10505,PARTICIPATING
318763901,10427,APPLYING
318824794,10337,APPLYING
318825425,10337,APPLYING
318825586,10337,APPLYING
318826206,10337,APPLYING
318826353,10293,APPLYING
318827833,10337,APPLYING
318828077,10337,APPLYING
318828496,10337,APPLYING
318828710,10337,APPLYING
318829096,10337,APPLYING
318829667,10337,APPLYING
318830561,10337,APPLYING
318832291,10337,APPLYING
318832438,10337,APPLYING
318832720,10337,APPLYING
318832856,10337,APPLYING
318833353,10337,APPLYING
318833571,10337,APPLYING
318834132,10337,APPLYING
318834803,10337,APPLYING
318863957,10429,APPLYING
318880364,10192,APPLYING
318904428,10192,APPLYING
318905415,10422,PARTICIPATING
318905415,10420,PARTICIPATING
318905415,10165,APPLYING
318909056,10192,APPLYING
318910595,10274,APPLYING
318916025,10274,APPLYING
318922927,10192,APPLYING
318926756,10192,APPLYING
318927001,10192,APPLYING
318933265,10280,APPLYING
318972323,10293,APPLYING
319059033,10055,APPLYING
319063074,10055,APPLYING
319074027,10274,APPLYING
319079950,10236,APPLYING
319086149,10349,APPLYING
319090845,10349,APPLYING
319094196,10349,APPLYING
319145375,10055,APPLYING
319163479,10206,APPLYING
319163639,10206,APPLYING
319163746,10206,APPLYING
319163825,10206,APPLYING
319178916,10337,APPLYING
319239421,10272,APPLYING
319328376,10210,APPLYING
319336445,10210,APPLYING
319337274,10210,APPLYING
319337969,10210,APPLYING
319338653,10210,APPLYING
319339187,10210,APPLYING
319339848,10210,APPLYING
319340989,10210,APPLYING
319341254,10210,APPLYING
319342771,10210,APPLYING
319345219,10337,APPLYING
319373334,10210,APPLYING
319373901,10210,APPLYING
319374566,10210,APPLYING
319375385,10210,APPLYING
319376155,10210,APPLYING
319376355,10210,APPLYING
319377807,10210,APPLYING
319380410,10210,APPLYING
319384319,10210,APPLYING
319385504,10210,APPLYING
319416073,13702,APPLYING
319464028,10282,APPLYING
319478341,10282,APPLYING
319490455,10282,APPLYING
319495711,10047,APPLYING
319496155,10047,APPLYING
319504659,10047,APPLYING
319505889,10047,APPLYING
319506281,10047,APPLYING
319506511,10047,APPLYING
319507077,10047,APPLYING
319507403,10047,APPLYING
319507601,10047,APPLYING
319507762,10047,APPLYING
319507913,10047,APPLYING
319508132,10047,APPLYING
319508566,10047,APPLYING
319508925,10047,APPLYING
319509262,10047,APPLYING
319509434,10047,APPLYING
319509626,10047,APPLYING
319510299,10047,APPLYING
319511042,10047,APPLYING
319511250,10047,APPLYING
319577921,10233,APPLYING
319592574,10240,APPLYING
319810681,10357,APPLYING
319842213,10357,APPLYING
319851528,10047,APPLYING
319894302,10282,APPLYING
319894416,10282,APPLYING
319894556,10282,APPLYING
319895566,10282,APPLYING
319896890,10282,APPLYING
319897474,10282,APPLYING
319898210,10282,APPLYING
319898568,10282,APPLYING
319898771,10282,APPLYING
319898967,10282,APPLYING
319899213,10282,APPLYING
319899450,10282,APPLYING
319917693,10359,APPLYING
319919706,10353,APPLYING
319925038,169579332,APPLYING
319936945,243359270,PARTICIPATING
319936945,10357,APPLYING
319948769,10182,APPLYING
319953323,10182,APPLYING
319964731,10108,APPLYING
320021702,10293,APPLYING
320047192,10357,APPLYING
320051363,10238,APPLYING
320052672,10238,APPLYING
320057035,10238,APPLYING
320061227,10238,APPLYING
320062847,10238,APPLYING
320073282,10238,APPLYING
320077868,10238,APPLYING
320087752,10238,APPLYING
320096891,10238,APPLYING
320102491,10238,APPLYING
320104816,10238,APPLYING
320105343,10238,APPLYING
320105458,10238,APPLYING
320105533,10238,APPLYING
320105717,10238,APPLYING
320105989,10238,APPLYING
320127099,10572,APPLYING
320128417,10167,APPLYING
320131581,10167,APPLYING
320166563,972220,APPLYING
320180000,10108,APPLYING
320205257,10167,APPLYING
320205368,10167,APPLYING
320205592,10238,APPLYING
320229541,10238,APPLYING
320287821,10293,APPLYING
320289425,10278,APPLYING
320333165,10359,APPLYING
320464760,10272,APPLYING
320469000,10272,APPLYING
320472913,10272,APPLYING
320578687,10182,APPLYING
320584788,10182,APPLYING
320586035,10182,APPLYING
320586325,10182,APPLYING
320586794,10182,APPLYING
320587736,10182,APPLYING
320590985,10182,APPLYING
320591341,10335,APPLYING
320591456,10182,APPLYING
320591753,10182,APPLYING
320592595,10182,APPLYING
320593094,10182,APPLYING
320593637,10182,APPLYING
320593925,10182,APPLYING
320594352,10182,APPLYING
320594711,10182,APPLYING
320594861,10182,APPLYING
320597426,10280,APPLYING
320644649,10047,APPLYING
320809837,10272,APPLYING
320811199,10272,APPLYING
320811840,10272,APPLYING
320812096,10272,APPLYING
320836604,10236,APPLYING
320878352,10325,APPLYING
320912495,10274,APPLYING
320912893,10274,APPLYING
320916788,10351,APPLYING
320920476,10351,APPLYING
320921718,10351,APPLYING
320923327,10351,APPLYING
320931959,10108,APPLYING
321073793,10284,APPLYING
321088037,972220,APPLYING
321092627,10274,APPLYING
321115009,10206,APPLYING
321183165,10113,APPLYING
321191962,10278,APPLYING
321288408,10359,APPLYING
321288482,10115,APPLYING
321544266,10483,APPLYING
321603732,10125,APPLYING
321725284,10115,APPLYING
321786005,10278,APPLYING
321812289,10108,APPLYING
321821685,10113,APPLYING
321886888,10351,APPLYING
321928886,10355,APPLYING
