project_id,country
33669283,USA
33669803,USA
33669831,USA
33688173,Großbritannien
33688173,Peru
33790090,USA
33790641,Dänemark
33790641,Kanada
33790641,Schweiz
33811364,Österreich
33811793,Österreich
33851652,Österreich
33854368,USA
33854827,China
33872212,Russische Föderation
33873223,Italien
33892513,Polen
33935013,USA
33995745,Frankreich
34015893,Großbritannien
34037157,Russische Föderation
34037657,USA
34057592,Frankreich
34078051,Schweden
34099195,Kanada
34118168,Kanada
34118476,Kanada
34118476,USA
34139309,Großbritannien
34179999,Frankreich
34180265,USA
34200832,Irland
34220593,Madagaskar
34221190,Niederlande
34221190,USA
34221510,Belgien
34241821,Türkei
34261981,Großbritannien
34262758,USA
34283096,USA
34323175,Großbritannien
34323626,Großbritannien
34324484,USA
34343819,USA
34363868,USA
34384215,USA
34386274,China
34405591,Indien
34426119,Österreich
34466069,Israel
34466069,Palästina
34466137,Italien
34529064,USA
34547917,Japan
34547917,Norwegen
34547917,USA
34548218,Schweiz
34549685,USA
34631931,Russische Föderation
34632154,Israel
34632154,Palästina
34691380,Frankreich
34713468,Großbritannien
34732204,Dänemark
34732204,Finnland
34732204,Frankreich
34732204,Großbritannien
34732204,Italien
34732204,Niederlande
34732204,Österreich
34732204,Schweden
34732204,Schweiz
34732204,Spanien
34732414,USA
34732933,Kanada
34752586,Niederlande
34752586,Österreich
34752586,USA
34773604,China
34796080,Niederlande
34816004,USA
34878226,Dänemark
34878291,Großbritannien
34958454,USA
34977910,Niederlande
35020041,USA
35020279,USA
35039430,Frankreich
35039866,USA
35100732,Österreich
35101895,USA
35163745,USA
35183097,USA
35203944,USA
35224341,Schweiz
35224502,Libanon
35265452,USA
35265781,USA
35286575,USA
35326531,USA
35327297,USA
35327641,USA
35347579,Portugal
35387883,Niederlande
35388659,Großbritannien
35388659,Jemen
35389421,USA
35408359,USA
35428683,Großbritannien
35430168,Großbritannien
35430487,Großbritannien
35449690,USA
35470026,Kanada
35490351,USA
35554235,USA
35571771,USA
35571996,China
35572142,USA
35613221,USA
35614838,Kenia
35634273,Großbritannien
35634973,Großbritannien
35654286,Kanada
35655650,Russische Föderation
35675517,Argentinien
35675517,Frankreich
35675517,Österreich
35675517,Spanien
35696137,Frankreich
35696403,Türkei
35716100,Brasilien
35716548,Frankreich
35716548,Russische Föderation
35736247,Kanada
35757249,Schweiz
35797442,Ägypten
35797708,Russische Föderation
35817644,Nigeria
35818256,Ägypten
35840016,Frankreich
35840016,Großbritannien
35840016,Niederlande
35840016,Norwegen
35858554,Russische Föderation
35859621,Vietnam
35880301,Frankreich
35880301,Großbritannien
35880301,Schweiz
35880301,USA
35899392,USA
35922052,Mexiko
35922165,Irland
35922285,Panama
35922419,Kanada
35940468,Norwegen
35941260,Sudan
35961400,Österreich
35961607,Mexiko
35961772,USA
35962135,Indien
35962597,USA
36002386,USA
36022283,Frankreich
36023900,Indonesien
36043814,USA
36063896,USA
36125069,USA
36125100,Spanien
36125941,Großbritannien
36126565,Polen
36145580,USA
36146783,Großbritannien
36165709,Österreich
36166581,USA
36167221,USA
36168685,Ukraine
36207329,Frankreich
36208499,Neuseeland
36209339,Schweiz
36228176,Kanada
36228605,USA
36228957,Schweiz
36248831,USA
36250097,Ägypten
36289589,Niederlande
36290225,Großbritannien
36309227,USA
36391564,USA
36412981,USA
36413006,Oman
36432611,Russische Föderation
36432611,Tschechische Republik
36432749,Schweiz
36453339,Österreich
36514477,Schweiz
36514483,USA
36535080,USA
36575785,Finnland
36624835,USA
36637443,Großbritannien
36657430,China
36657907,Indien
36678185,USA
36698793,Tschechische Republik
36780710,USA
36801057,USA
36842295,Brasilien
36842295,USA
36985172,USA
36985449,Tschechische Republik
37026465,Israel
37108510,Mexiko
37108566,Schweiz
37108600,Australien
37190460,USA
37231170,Spanien
37272428,Brasilien
37292487,Polen
37312552,Chile
37333093,USA
37374154,USA
37395318,Frankreich
37415372,Süd-Korea
37435868,Nepal
37517472,Australien
37682111,Niederlande
37742767,Schweiz
37822821,USA
37843211,USA
37925466,USA
37945399,USA
37946260,USA
37987189,Schweiz
38130384,USA
38130442,Russische Föderation
38191541,Frankreich
38191541,Spanien
38211603,Portugal
38212433,USA
38334534,Peru
38334743,USA
38355132,Norwegen
38457431,USA
38457857,Tschechische Republik
38457944,Schweiz
38600824,Chile
38621505,Italien
38621505,Spanien
38703138,Brasilien
38704078,Schweden
38787336,Frankreich
38787475,USA
38787948,Österreich
38826163,USA
38826263,USA
38867016,Dänemark
38908686,Frankreich
39031316,Frankreich
39051860,Neuseeland
39071928,Tschechische Republik
39093140,USA
39093154,USA
39154571,Japan
39215607,Süd-Korea
39216093,Belgien
39216093,Irland
39216093,Niederlande
39317888,USA
39318179,USA
39338352,Japan
39338352,Russische Föderation
39338352,Tschechische Republik
39400205,Tschechische Republik
39502183,Indien
39502660,Israel
39502660,Niederlande
39564019,Österreich
39584204,Belgien
39584213,Australien
39706673,Niederlande
39706673,Schweiz
39727345,USA
39768158,Kanada
39789001,Spanien
39830040,USA
39871209,Tschechische Republik
39931928,Indonesien
39931928,Tansania
40013986,Neuseeland
40014634,Frankreich
40014634,Großbritannien
40014634,Norwegen
40014634,Portugal
40095930,Frankreich
40095930,Israel
40095930,Italien
40096019,Frankreich
40096019,Großbritannien
40096019,Israel
40096159,Frankreich
40096159,Großbritannien
40096270,Israel
40096270,Italien
40096270,Spanien
40116350,Frankreich
40116350,Italien
40116377,Österreich
40158189,Indien
40199256,Argentinien
40199256,Chile
40199256,Südafrika
40383032,USA
40383300,Australien
40444864,USA
40465500,Italien
40465500,Niederlande
40505474,USA
40506236,USA
40607983,Australien
40628596,USA
40628793,Tschechische Republik
40710836,USA
40771724,Großbritannien
40772134,Frankreich
40812960,USA
40813368,Großbritannien
40813496,USA
40833535,Kasachstan
40833535,Russische Föderation
40833535,Ukraine
40833596,USA
40833648,USA
40853834,Türkei
40854293,USA
40874342,Schweiz
41018145,Polen
41018145,Tschechische Republik
41161011,Israel
41284436,Spanien
41324616,Tschechische Republik
41386088,USA
41386462,Großbritannien
41406577,Tschechische Republik
41427579,Großbritannien
41427621,Schweiz
41469035,Österreich
41469035,Südafrika
41570356,USA
41571143,USA
41591011,Niederlande
41591011,Österreich
41591011,Schweden
41694072,Großbritannien
41775586,Großbritannien
41836859,Italien
41837035,USA
41857516,USA
41919248,Marokko
41919426,USA
41939394,Äthiopien
41939447,USA
41980131,USA
42000732,Japan
42000973,Äthiopien
42021277,Äthiopien
42082523,Äthiopien
42082854,USA
42082865,Äthiopien
42082865,Kenia
42123571,Äthiopien
42144109,Australien
42226393,Japan
42328123,USA
42410094,Schweden
42431300,Großbritannien
42451234,USA
42471540,Großbritannien
42471540,Irland
42471540,Niederlande
42533552,USA
42553531,Australien
42553631,USA
42553787,Frankreich
42595291,Tschechische Republik
42635602,USA
42697202,Japan
42697202,USA
42717920,Ungarn
42758157,USA
42779100,Niederlande
42800037,China
42820425,Südafrika
42860792,USA
42881267,Kanada
42881676,Uruguay
42922499,China
42985177,Spanien
43085896,USA
43107087,Kanada
43168698,Österreich
43188658,USA
43311172,USA
43331653,Ungarn
43332450,USA
43434266,Griechenland
43454675,USA
43475125,USA
43475567,Tschechische Republik
43495629,USA
43577365,USA
43598099,Niederlande
43639694,Frankreich
43639694,Italien
43639694,Niederlande
43639694,Polen
43659331,Australien
43681091,Chile
43681584,Frankreich
43700330,Großbritannien
43701036,USA
43701099,USA
43761887,Indien
43762092,USA
43803537,USA
43823488,China
43823696,Japan
43824071,Kanada
43824071,USA
43864266,USA
43987501,Großbritannien
43987501,Italien
43987501,Österreich
44007881,Dänemark
44007881,Großbritannien
44007881,Österreich
44007881,Spanien
44007881,Ungarn
44007881,USA
44069723,USA
44110649,USA
44171745,Großbritannien
44171745,Niederlande
44171745,Polen
44191795,Frankreich
44191795,Großbritannien
44191795,Italien
44191795,Österreich
44191795,Tschechische Republik
44212385,Niederlande
44213043,Finnland
44213043,Frankreich
44213043,Italien
44213043,Österreich
44213043,Spanien
44335736,USA
44417909,USA
44479451,USA
44585580,USA
44586519,USA
44603514,USA
44745363,USA
44930175,Niederlande
45037629,China
45051142,Schweiz
45258471,Großbritannien
45277249,Großbritannien
45441375,Indien
45441407,Griechenland
45462080,Australien
45462080,Brasilien
45462080,Großbritannien
45564068,Südafrika
45564250,USA
45584454,USA
45809965,Schweiz
45809981,Tansania
46015209,Russische Föderation
46076519,USA
46117609,USA
46138072,China
46158184,Niederlande
46198925,Bolivien
46260672,Argentinien
46280870,Italien
46342645,Mexiko
46342767,USA
46363278,China
46383736,USA
46404587,USA
46424334,USA
46445133,Frankreich
46527092,USA
46547152,USA
46547364,Kanada
46547580,Türkei
46587954,Syrien
46588265,Großbritannien
46650349,Großbritannien
46690669,Italien
46691129,Schweiz
46710898,Frankreich
46710898,Schweiz
46710945,Italien
46753714,Kenia
46793074,Belgien
46793154,Schweden
46793200,Afghanistan
46793231,Frankreich
46793231,Italien
46793414,USA
46813964,USA
46813994,USA
46814004,Costa Rica
46814004,Nicaragua
46814179,Australien
46854735,Türkei
46875044,Russische Föderation
46919636,USA
46938332,USA
46938377,Großbritannien
47018947,Großbritannien
47059442,Großbritannien
47080161,Bulgarien
47141331,USA
47141381,USA
47202891,USA
47223636,Frankreich
47263954,USA
47284339,Syrien
47284430,Schweiz
47448103,USA
47530667,USA
47550653,Kanada
47550937,Großbritannien
47571815,USA
47612715,Dänemark
47653518,Schweiz
47673888,USA
47694473,Japan
47694815,Polen
47756118,USA
47776124,Ungarn
47776451,Schweiz
47898809,Kanada
48001218,Russische Föderation
48062951,Russische Föderation
48083393,Äthiopien
48083393,Belgien
48083393,Kenia
48083393,Malawi
48083393,Niederlande
48083393,USA
48186078,USA
48267606,USA
48288231,Botsuana
48288231,Großbritannien
48288231,Südafrika
48349436,Benin
48349436,Burkina Faso
48349436,Côte d'Ivoire
48349436,Gambia
48349436,Ghana
48349436,Guinea
48349436,Guinea-Bissau
48349436,Kap Verde
48349436,Liberia
48349436,Mali
48349436,Niger
48349436,Nigeria
48349436,Senegal
48349436,Sierra Leone
48349436,Togo
48513770,USA
48534466,USA
48554228,Belgien
48554228,USA
48574993,Israel
48574993,Palästina
48595597,Neuseeland
48595723,USA
48595870,Österreich
48615586,Irland
48637226,Indien
48677760,USA
48780427,Norwegen
48861308,Türkei
48861667,USA
49045840,China
49066289,USA
49127547,Norwegen
49127547,USA
49209641,Schweiz
49312050,USA
49353308,USA
49353355,Spanien
49353576,USA
49373872,USA
49414568,Ägypten
49496154,USA
49496224,USA
49496884,USA
49516661,USA
49516784,Niederlande
49537489,USA
49537628,USA
49558485,USA
49580800,USA
49599169,Südafrika
49640113,USA
49640339,USA
49660024,USA
49681140,USA
49681349,USA
49701872,Österreich
49782910,Namibia
49782972,USA
49783634,Großbritannien
49803633,USA
49803746,USA
49803772,USA
49804235,USA
49885419,USA
49926176,USA
49947431,USA
49967248,USA
49967696,Schweden
49987661,Großbritannien
49987863,Norwegen
49988221,USA
50008856,Slowenien
50049040,USA
50049052,USA
50069540,Frankreich
50069540,Monaco
50069540,Polen
50069540,Thailand
50090501,USA
50111301,Papua-Neuguinea
50111301,Tonga
50152129,Dänemark
50152196,USA
50152356,Portugal
50193000,USA
50275231,Großbritannien
50295060,Thailand
50356971,Australien
50357020,Thailand
50357020,USA
50376712,Thailand
50377034,Australien
50377307,USA
50377602,USA
50479464,USA
50500091,USA
50623400,USA
50643043,USA
50643226,USA
50704867,USA
50705069,USA
50807645,Namibia
50848630,USA
51012239,Schweiz
51012239,USA
51094322,Israel
51094394,USA
51155088,Israel
51175762,USA
51176418,Ägypten
51176418,Jordanien
51176418,USA
51176418,Vereinigte Arabische Emirate
51217173,Spanien
51237086,China
51237249,Österreich
51237249,Usbekistan
51319416,Russische Föderation
51339557,Indien
51401296,Israel
51421436,Schweden
51441875,China
51504094,USA
51523648,Großbritannien
51544401,Australien
51585690,Schweiz
51585891,Kanada
51647334,Südafrika
51687804,Frankreich
51687962,Österreich
51749184,Schweiz
51749716,USA
51851301,Kanada
51892695,USA
51912997,Lettland
51913540,USA
52015323,Großbritannien
52117771,USA
52159420,Belgien
52159420,Großbritannien
52220176,Antarktis
52220176,Großbritannien
52220176,Japan
52240806,Frankreich
52261142,USA
52363829,Kanada
52425315,USA
52486322,USA
52486795,Schweiz
52506867,Großbritannien
52507302,USA
52629737,Österreich
52691094,Niederlande
52773219,Schweiz
52793611,Kanada
52793729,USA
52793820,USA
52916606,USA
53059602,USA
53059826,Frankreich
53059826,Japan
53059826,Niederlande
53059826,USA
53059892,Jordanien
53060198,USA
53100863,Israel
53100863,Palästina
53101161,USA
53121166,Belgien
53141542,Schweiz
53162670,Brasilien
53326744,USA
53387491,Costa Rica
53387491,USA
53387862,Russische Föderation
53428760,China
53429189,USA
53449689,Moldau
53469515,Island
53469515,USA
53551302,Japan
53572187,USA
53613335,Kanada
53653593,USA
53653806,USA
53715218,Großbritannien
53715404,China
53715827,Bulgarien
53797227,USA
53879735,China
53879735,Irland
53920617,Vietnam
54002656,Großbritannien
54022237,China
54063885,Kanada
54206567,Niederlande
54227208,Kroatien
54247468,Kanada
54248322,Österreich
54329553,Schweiz
54411839,Israel
54411839,Jordanien
54411839,Palästina
54493615,Frankreich
54554815,Spanien
54555235,Frankreich
54555543,Österreich
54575692,USA
54596434,Frankreich
54616956,Australien
54658571,USA
54659042,Italien
54677919,Georgien
54698241,Israel
54698241,Palästina
54698517,Frankreich
54698517,Sudan
54698715,Frankreich
54741009,Frankreich
54761113,Schweiz
54781777,Frankreich
54801797,China
54802122,Frankreich
54802332,Frankreich
54822446,Frankreich
54842867,Frankreich
54862876,Frankreich
54863165,Frankreich
54863531,Frankreich
54863531,Indien
54884381,Frankreich
54884381,Mali
54885375,Frankreich
54903963,Frankreich
54924389,Großbritannien
54945062,Indien
54945062,Sri Lanka
54945062,Süd-Korea
54945308,Frankreich
54965783,Kanada
54986061,Frankreich
55007003,Frankreich
55026770,Frankreich
55026770,Türkei
55027165,Schweiz
55047594,Frankreich
55047863,Frankreich
55047916,China
55068514,Australien
55068635,Botsuana
55088291,Italien
55088291,Vatikanstadt
55088606,Frankreich
55108991,Frankreich
55129519,USA
55150465,USA
55211730,USA
55252245,Indien
55272677,Frankreich
55313431,China
55313431,Frankreich
55313431,Russische Föderation
55437091,Dänemark
55457478,Großbritannien
55498437,Niederlande
55518664,Schweiz
55641861,Großbritannien
55641861,USA
55662097,USA
55703090,Österreich
55723319,Italien
55743797,Sudan
55948434,USA
55948518,Australien
56051425,USA
56194919,Polen
56215355,Russische Föderation
56235621,Großbritannien
56255563,Belgien
56255563,USA
56317471,Indien
56358005,USA
56358298,Italien
56358749,Großbritannien
56440602,Niederlande
56501341,Thailand
56522329,Luxemburg
56542797,USA
56583873,Finnland
56583873,Slowenien
56604589,USA
56644722,Spanien
56645207,USA
56727448,Kanada
56727526,Österreich
56747148,Russische Föderation
56808645,Polen
56850196,USA
56850204,USA
56870744,USA
56890806,Schweiz
56972403,USA
57034047,Schweiz
57034337,Niederlande
57054268,Schweiz
57054268,USA
57096061,Frankreich
57218068,Schweden
57218088,Chile
57218812,Großbritannien
57259178,Großbritannien
57341591,Frankreich
57361793,Frankreich
57587668,USA
57628472,USA
57669509,USA
57690058,Neuseeland
57710444,Österreich
57771869,Großbritannien
57771869,USA
57812851,USA
57853453,Frankreich
57914399,USA
57935120,Schweiz
57955790,Italien
57996739,USA
58017742,Australien
58037499,Indonesien
58038013,USA
58141235,Ecuador
58180852,USA
58180883,Frankreich
58201536,USA
58202066,Chile
58263182,Großbritannien
58324451,Großbritannien
58345140,Russische Föderation
58447613,Italien
58447774,Schweiz
58528951,Russische Föderation
58631962,USA
58651837,Kanada
58733861,Griechenland
58754635,China
58754635,Japan
58774966,Costa Rica
58856921,USA
58898129,USA
58959871,Tschechische Republik
58979529,Schweiz
59041623,USA
59081828,USA
59122883,USA
59123343,Frankreich
59143960,Australien
59144157,Italien
59144157,USA
59266585,Frankreich
59266585,Großbritannien
59266666,Frankreich
59287395,Großbritannien
59287395,USA
59348352,USA
59348485,Österreich
59410068,Mexiko
59410068,USA
59410286,Spanien
59451000,Russische Föderation
59451111,Neuseeland
59532369,Österreich
59533148,USA
59573453,USA
59615018,Russische Föderation
59615044,Japan
59655326,Großbritannien
59656079,Tschechische Republik
59676099,USA
59696364,USA
59757782,USA
59840185,USA
59840390,China
59860634,Japan
59901248,Japan
59921714,USA
59962383,USA
59962782,Australien
59983427,Russische Föderation
60065326,USA
60065415,Kanada
60105810,Äthiopien
60126881,Österreich
60208977,Australien
60229496,USA
60269762,Japan
60290524,USA
60331882,Indien
60351604,Schweiz
60351604,Tunesien
60351680,Indien
60351920,Indien
60372059,Brasilien
60413320,Großbritannien
60454639,Schweiz
60577192,Großbritannien
60577192,Japan
60617961,Japan
60658761,Finnland
60658761,Großbritannien
60658761,Niederlande
60658761,Schweden
60658761,Türkei
60659482,Tschechische Republik
60679497,Schweiz
60700238,Tschechische Republik
60700559,Schweden
60720866,Japan
60761364,USA
60843850,USA
60884609,Frankreich
61007389,USA
61068843,Niederlande
61089598,USA
61150930,Japan
61170868,USA
61171052,Schweden
61252889,Panama
61293804,Brasilien
61314369,Brasilien
61355392,Japan
61396538,USA
61437657,USA
61457982,Südafrika
61478590,Brasilien
61519234,USA
61560327,USA
61560638,Brasilien
61580964,USA
61641854,Brasilien
61642039,Kamerun
61642039,Nigeria
61662826,Großbritannien
61662977,Chile
61683647,China
61703593,USA
61723672,Großbritannien
61826836,USA
61846729,Kanada
61846739,Kanada
61887668,Tschechische Republik
61929395,Großbritannien
61929451,USA
61949112,USA
61949542,USA
61969951,USA
61990826,Israel
62011057,China
62031538,USA
62072453,Südafrika
62112988,Australien
62112988,Indien
62112988,Südafrika
62133253,Italien
62133860,Belgien
62154266,USA
62154575,Brasilien
62174614,Südafrika
62174614,USA
62175069,Großbritannien
62195437,Österreich
62195437,Peru
62359487,Brasilien
62400509,Neuseeland
62420202,Frankreich
62440576,Kanada
62481460,Brasilien
62522894,Ägypten
62522894,Angola
62522894,Bangladesch
62522894,Botsuana
62522894,Brasilien
62522894,China
62522894,Kanada
62605028,Dänemark
62645645,Japan
62645645,Russische Föderation
62645645,USA
62686400,Großbritannien
62727362,USA
62850830,Österreich
62850830,USA
62871544,USA
62972987,China
62973002,USA
62973901,Südafrika
62993536,Frankreich
63034527,Süd-Korea
63034583,USA
63076185,USA
63096659,USA
63157533,USA
63321947,Indien
63403248,Japan
63444630,Israel
63444630,Palästina
63550512,Schweden
63587699,Tschechische Republik
63608405,Ägypten
63608405,Irak
63608405,Saudi-Arabien
63628683,Israel
63628949,Burkina Faso
63669501,Belgien
63689910,Schweiz
63689995,Schweden
63771986,Frankreich
63792590,USA
63833494,USA
63854449,Australien
63915341,Russische Föderation
63997566,Ungarn
64038266,USA
64038393,Peru
64058839,Großbritannien
64101064,USA
64182250,Kanada
64202711,USA
64222962,Schweiz
64222962,USA
64263197,USA
64345319,Argentinien
64427952,USA
64529786,Russische Föderation
64591503,Großbritannien
64632116,USA
64652722,USA
64714053,USA
64795954,Schweden
64816243,Brasilien
64837603,Großbritannien
64939327,Neuseeland
64939327,USA
64980826,Polen
65082751,Belgien
65143814,USA
65144755,Großbritannien
65185154,USA
65226373,USA
65266953,Großbritannien
65287182,USA
65308249,Kanada
65308431,USA
65369579,USA
65451374,Großbritannien
65451773,USA
65615842,Brasilien
65676793,USA
65717809,Israel
65717830,USA
65738063,USA
65860817,Kanada
65922348,Belgien
65984298,Australien
66045254,USA
66086062,Polen
66086518,USA
66127191,USA
66270692,Schweden
66290967,Türkei
66291586,Frankreich
66291586,Österreich
66434496,Großbritannien
66434496,Polen
66434496,Tschechische Republik
66434496,USA
66454727,Kanada
66496340,USA
66496441,USA
66782249,Argentinien
66782249,Niederlande
66803683,Argentinien
66864380,Großbritannien
66864562,Großbritannien
66926525,Großbritannien
66987735,Großbritannien
67007773,Namibia
67007773,Südafrika
67008316,USA
67028454,Israel
67049287,Großbritannien
67049287,Russische Föderation
67130829,USA
67253752,USA
67520019,USA
67581868,USA
67724643,Großbritannien
67867893,Russische Föderation
67888358,Israel
67888358,Palästina
67970746,Australien
68116605,Großbritannien
68134415,Costa Rica
68216325,Großbritannien
68236316,Philippinen
68236316,Schweiz
68380529,USA
68400274,Kanada
68420878,Schweden
68523009,USA
68523175,Großbritannien
68523460,Gabun
68523460,Kap Verde
68523460,Mosambik
68523460,Schweiz
68523460,Südafrika
68523460,Tansania
68543531,USA
68585209,Indien
68604941,Italien
68646942,Ghana
68666893,Kenia
68667322,Belgien
68667322,Frankreich
68667322,Schweiz
68667322,Türkei
68727869,Finnland
68727869,Frankreich
68727869,Italien
68748488,Côte d'Ivoire
68748488,Ghana
68749020,Sambia
68749020,Tansania
68749020,Uganda
68749129,Finnland
68749129,Irland
68749129,Italien
68749129,Schweiz
68749129,Spanien
68749129,Türkei
68769158,Nigeria
68789767,Indien
68809968,Estland
68809968,Frankreich
68809968,Portugal
68809968,Schweiz
68809968,Slowakei
68810680,Großbritannien
68830335,Kenia
68830335,Sudan
68830335,Südafrika
68830335,Uganda
68830363,Belgien
68830363,Schweiz
68830363,Spanien
68830807,Polen
68830849,Frankreich
68830849,Portugal
68850924,Spanien
68851009,Frankreich
68851105,Österreich
68851173,Frankreich
68851291,Frankreich
68892116,Madagaskar
68912364,Südafrika
68955457,USA
68955586,Südafrika
68955829,USA
68973645,Dänemark
68994184,Österreich
69014890,Indien
69014896,Japan
69096483,Kamerun
69096483,USA
69117248,Großbritannien
69138258,Kenia
69178430,Frankreich
69178430,Italien
69178430,Niederlande
69178430,Polen
69178430,Schweiz
69220050,Guinea
69220050,Namibia
69220050,Südafrika
69220050,USA
69261105,Dänemark
69261105,Frankreich
69281161,Kanada
69281624,Niederlande
69342665,USA
69343136,Israel
69363446,Japan
69444682,Tschechische Republik
69487727,USA
69588163,Australien
69588163,Niederlande
69792942,Mexiko
69792942,USA
69936871,USA
69977771,Kanada
69978084,Schweiz
70061588,USA
70222940,USA
70345950,USA
70346590,USA
70387520,Österreich
70387520,Schweiz
70407555,Frankreich
70407555,Italien
70407555,Schweiz
70407577,Frankreich
70407577,Großbritannien
70407577,Italien
70407577,Österreich
70408000,Frankreich
70408000,Österreich
70448344,Großbritannien
70489253,Großbritannien
70489452,USA
70489543,Großbritannien
70510580,Schweiz
70612293,USA
70653807,Ungarn
70673720,USA
70755745,USA
70755842,USA
70756314,USA
70796938,Kamerun
70797110,Tschechische Republik
70817203,USA
70817322,USA
71063099,Norwegen
71063099,Österreich
71063099,Schweiz
71063219,Irland
71063219,Italien
71063219,Niederlande
71063219,Portugal
71063219,Spanien
71083104,Italien
71084015,Dänemark
71103967,Polen
71124589,USA
71165692,USA
71217175,Russische Föderation
71217604,Kanada
71227275,Polen
71227281,Österreich
71247332,USA
71288812,Jordanien
71329470,Italien
71329470,Niederlande
71329470,Schweiz
71329470,Slowenien
71329470,Türkei
71349453,Russische Föderation
71370276,Benin
71390901,USA
71431489,Dänemark
71431489,Niederlande
71431489,Norwegen
71431576,Japan
71472926,Österreich
71472926,Schweiz
71501527,USA
71554441,USA
71554719,Frankreich
71554719,Niederlande
71616496,Großbritannien
71656862,Australien
71676975,Frankreich
71718678,Japan
71738820,Israel
71738820,Palästina
71758993,USA
71800390,Australien
71841025,Schweden
71963687,Finnland
71963687,Frankreich
71963687,Niederlande
71963687,Schweden
71964425,China
71984937,Russische Föderation
72025444,Niederlande
72025444,Portugal
72066310,USA
72087102,Frankreich
72087102,Österreich
72087102,Tschechische Republik
72093553,Belgien
72093553,Dänemark
72093553,Frankreich
72169014,Süd-Korea
72169014,USA
72209579,Österreich
72250917,USA
72271099,USA
72293203,Kroatien
72293203,Niederlande
72293203,Schweden
72312721,Israel
72312721,Niederlande
72312721,Türkei
72373481,Finnland
72373481,Frankreich
72373481,Niederlande
72373481,Spanien
72373929,Norwegen
72394720,Schweden
72414832,USA
72434747,USA
72455432,Bosnien und Herzegowina
72455432,Großbritannien
72455432,Kroatien
72455432,Mosambik
72455432,Sierra Leone
72455432,USA
72455513,Australien
72476102,Frankreich
72476102,Japan
72476416,USA
72681178,Großbritannien
72701665,Schweiz
72783145,Großbritannien
72845148,USA
72864899,USA
72865006,USA
72989059,Russische Föderation
73052873,Brasilien
73069707,Indien
73090384,Australien
73090861,USA
73179596,Polen
73194157,USA
73281496,USA
73295831,USA
73315376,Großbritannien
73335919,Russische Föderation
73356975,USA
73357210,USA
73397943,USA
73451156,Griechenland
73562054,USA
73582572,Australien
73725602,USA
73745636,Österreich
73745670,USA
73952101,Österreich
74094246,Chile
74094246,Guatemala
74094337,Spanien
74136017,USA
74155713,Estland
74155713,Schweden
74155713,USA
74216469,Australien
74216469,China
74216469,USA
74216905,USA
74585294,Kanada
74770709,USA
74790811,Türkei
74790882,Australien
74811295,USA
74892520,Mexiko
74892520,USA
74893249,Schweiz
74994887,USA
75015413,Polen
75015413,Tschechische Republik
75077084,Togo
75117822,USA
75241257,USA
75323117,Großbritannien
75671350,USA
75691086,Niederlande
75691086,Schweden
75855677,Polen
75875953,Großbritannien
75978369,USA
75978517,USA
76081000,USA
76141689,Schweden
76162912,USA
76203420,Russische Föderation
76244633,Schweiz
76326059,Italien
76326059,Schweiz
76347084,China
76347084,Großbritannien
76407907,Israel
76407907,Palästina
76429068,USA
76510930,Südafrika
76551338,Dänemark
76802351,Russische Föderation
76859320,Chile
76900225,Niederlande
76919915,Neuseeland
77063178,USA
77063702,Österreich
77279618,Südafrika
77309729,Griechenland
77350602,Indien
77412143,USA
77494186,USA
77513911,USA
77604228,Norwegen
77617128,USA
77657515,Australien
77677641,Israel
77760487,Indien
77964959,Schweiz
78025979,Kanada
78107721,USA
78107744,Russische Föderation
78107744,USA
78130546,Österreich
78251174,USA
78251224,Australien
78476727,USA
78866432,USA
78908501,USA
78927420,Südafrika
79008780,Schweiz
79049881,USA
79091018,USA
79131977,USA
79193852,USA
79275439,USA
79296185,Israel
79296326,USA
79316422,Schweden
79541987,Australien
79587617,Australien
79828278,USA
79828297,Taiwan
80033676,Großbritannien
80094473,Norwegen
80156399,Schweiz
80284234,Israel
80299817,USA
80320324,Rumänien
80402178,Russische Föderation
80545260,Schweiz
80729751,Großbritannien
80729751,Österreich
80749893,Australien
80873156,Frankreich
80893679,Neuseeland
80914999,Norwegen
80934170,Neuseeland
80934376,Schweiz
81016557,Ecuador
81036907,Österreich
81057679,USA
81057698,USA
81098486,USA
81118396,USA
81200316,Armenien
81329469,USA
81329493,Großbritannien
81650815,Frankreich
81651471,Niederlande
81878826,Italien
81917623,USA
81938116,USA
81979265,Schweden
82081492,Ägypten
82101293,Mexiko
82101550,Großbritannien
82122518,USA
82204417,Niederlande
82224187,Kenia
82224187,Mosambik
82224187,Südafrika
82224187,Tansania
82224416,USA
82391515,Großbritannien
82391515,Irland
82476283,USA
82510942,Südafrika
82531614,Bolivien
82531614,Schweiz
82552109,Australien
82552109,Schweiz
82552438,Österreich
82573097,Ungarn
82616928,Tansania
82675559,USA
82736794,USA
82736965,USA
82737145,Frankreich
82756952,Frankreich
82777186,Frankreich
82797955,Frankreich
82859762,Österreich
82900100,USA
82961947,USA
82982556,Israel
82982556,Palästina
83064355,Schweiz
83085079,Frankreich
83104791,Frankreich
83104863,Ägypten
83105094,Frankreich
83105133,Frankreich
83127611,Frankreich
83146110,Großbritannien
83146706,Frankreich
83146742,Frankreich
83289788,Frankreich
83350698,Australien
83350897,Gabun
83371834,USA
83478197,Chile
83478197,USA
83596947,Österreich
83597185,USA
83657822,Australien
83742376,USA
83862699,USA
84150261,Bulgarien
84190436,USA
84231963,Großbritannien
84251907,USA
84395246,Kamerun
