project_id,subject_area
5486111,Experimentelle Pharmakologie
5486111,Tumorimmunologie
5486111,Virologie
5486111,Immunologie
5486111,Dermatologie
5486123,Biochemie
5486123,Kristallographie
5486123,Molekulare Zellbiologie
5486123,Strukturbiologie
5486123,Proteomics
5486123,Chemische Biologie
5486123,Zelluläre Neurobiologie
5486123,Molekulare Neurobiochemie
5486123,Molekulare Biophysik
5486123,Organische Chemie
5486123,Molekulare Neurobiologie
5486123,Biophysikalische Chemie
5486135,Biochemie
5486135,Immunologie
5486135,Kardiologie
5486135,Pharmakologie
5486135,Kardiochirurgie
5486135,Virologie
5486135,Physiologie
5486135,Molekulare Pathologie
5486135,Innere Medizin
5486135,Genetik
5486135,Biometrie
5486135,Epidemiologie
5486176,Kunstgeschichte
5486176,Kulturwissenschaft
5486176,Klassische Philologie
5486176,Anglistik
5486176,Wissenschaftsgeschichte
5486176,Theologie
5486176,Archäologie
5486176,Geschichtswissenschaft
5486176,Germanistik
5486176,Religionswissenschaft
5486176,Theaterwissenschaft
5486176,Philosophie
5486209,Geometrische Analysis
5486209,Geometrische Maßtheorie
5486209,Spektraltheorie
5486209,Allgemeine Relativitätstheorie
5486209,Nichtlineare Dynamik
5486209,Differentialgeometrie
5486209,Stringtheorie
5486209,Partielle Differentialgleichungen
5486220,Wirtschaftstheorie
5486220,Statistik
5486220,Marketing
5486220,Finanzmathematik
5486220,Makroökonomie
5486220,Mathematik
5486220,Organisationstheorie
5486220,Ökonometrie
5486220,Wirtschaftspolitik
5486220,Mikroökonomie
5486231,Lipid-Biochemie
5486231,Bioorganische Chemie
5486231,Biomedizin
5486231,RNA-Biochemie
5486231,Medizinische Chemie
5486231,Molekulare Entwicklungsbiologie
5486231,Zellbiologie
5486231,Membranbiologie
5486231,Biophysik
5486231,Genetik
5486242,Zellbiologie
5486242,Strukturbiologie
5486242,Molekularbiologie
5486242,Organische Synthese
5486242,Genetik
5486242,Biochemie
5486253,Pflanzenbiochemie
5486253,Pflanzenphysiologie
5486253,Genetik
5486253,Molekulare Phytopathologie
5486253,Entwicklungsbiologie
5486253,Molekularbiologie
5486264,Neurologie
5486264,Allergologie
5486264,Parasitologie
5486264,Transplantationsmedizin
5486264,Rheumatologie
5486264,Immunologie
5486276,Strukturbiochemie
5486276,Tierphysiologie
5486276,Zellbiologie
5486276,Immunologie
5486276,Pneumologie
5486276,Genomik
5486276,Klinische Chemie
5486276,Allergologie
5486276,Biochemie
5486276,Epidemiologie
5486276,Pädiatrie
5486276,Mikrobiologie
5486308,Grenzflächenphysik
5486308,Atom- und Molekülphysik
5486308,Festkörperphysik
5486308,Plasmachemie
5486308,Plasmaphysik
5486308,Statistische Physik
5486320,Plasmaphysik
5486320,Laserphysik
5486320,Physik stark korrelierter Coulombsysteme
5486320,Halbleiterphysik
5486320,Clusterphysik
5486320,Optik
5486320,Quantenoptik
5486332,Tumorbiologie
5486332,Physiologie
5486332,Kardiologie
5486332,Neurologie
5486332,Biochemie
5486332,Dermatologie
5486332,Hämatologie
5486332,Onkologie
5486344,Theoretische Physik
5486344,Experimentelle Physik
5486344,Atomphysik
5486344,Quantenoptik
5486344,Molekülphysik
5486344,Festkörperphysik
5486356,Theoretische Physik
5486356,Physiologie
5486356,Neurologie
5486356,Innere Medizin
5486356,Biochemie
5486356,Psychologie
5486356,Neuroendokrinologie
5486356,Psychiatrie
5486356,Immunologie
5486368,Informatik
5486368,Elektrotechnik
5486368,Maschinenbau
12387132,Informatik
12387132,Physik
12406603,Alte Geschichte
12406603,Politikwissenschaft
12406603,Ethnologie
12406603,Geschichte
12406603,Soziologie
12406603,Philosophie
12406856,Elektrotechnik
12406856,Mathematik
12406856,Physik
12441627,Elektrotechnik
12441627,Mathematik
12441627,Systemtechnik
12441627,Informatik
12447019,Stammzellbiologie
12447019,Hämatologie
12447019,Experimentelle Diabetologie
12447019,Pathologie
12447019,Genetik
12447019,Physiologische Chemie
12447019,Onkologie
12447019,Endokrinologie
12447019,Immunologie
12447019,Neurobiologie
12447019,Molekulare Zellbiologie
12447501,Biochemie
12447501,Physiologie
12447501,Zellphysiologie
12447501,Zellbiologie
12447501,Onkologie
12447501,Biophysik
12447501,Diabetologie
12447501,Molekularbiologie
12447501,Medizin
12447637,Biologie
12447637,Physik
12447637,Mathematik
12447637,Forst- und Umweltwissenschaften
12467772,Pharmazie
12467772,Informatik
12467772,Medizin
12467772,Mathematik
12467772,Chemie
12469955,Ingenieurwissenschaften
12469955,Wirtschaftswissenschaften
12469955,Psychologie
12489635,Molekül- und Oberflächenphysik
12489635,Anorganische Chemie
12489635,Theoretische Festkörperphysik
12489635,Organische Chemie
12489635,Theoretische Chemie
12489635,Experimentelle Festkörperphysik
12550070,Chemie
12550070,Chemische Verfahrenstechnik
12550070,Maschinenbau
12550070,Mikrosystemtechnik
12550070,Technische Mineralogie
12550070,Physik
12550070,Materialwissenschaften
12590533,Englische Philologie
12590533,Philosophie
12590533,Klassische Philologie
12590533,Komparatistik
12590533,Deutsche Philologie
12590533,Romanische Philologie
12590533,Slavische Philologie
12590533,Systematische Theologie
12590533,Nordische Philologie
12591437,Bauchemie
12591437,Baustoffwissenschaft
12591437,Bauingenieurwesen
12591437,Massivbau
12835993,Bodenkunde
12835993,Toxikologie
12835993,Biogeografie
12835993,Rechtswissenschaften
12835993,Ökotoxikologie
12836250,Biochemie
12836250,Dermatologie
12836250,Klinische Chemie
12836250,Pathologie
12836250,Strahlentherapie
12836250,Zell- und Molekularbiologie
12836250,Hämatologie und Onkologie
12836250,Vaskuläre Biologie
12836250,Tumorbiologie
12836250,Physiologie
12836250,Neuropathologie
12836250,Chirurgie
12901640,Biochemie
12901640,Biophysik
12901640,Biophysikalische Chemie
12901640,Theoretische Chemie
12901640,Spektroskopie
12901640,Quantenchemie
12901640,Physikalische Chemie
12901640,Organische Photochemie
12901640,Organische Chemie
12901640,Makromolekulare Chemie
12901640,Bioorganische Chemie
12918457,Chemie
12918457,Verfahrenstechnik
12938288,Augenheilkunde
12938288,Biochemie
12938288,Pathophysiologie
12938288,Proteomik
12938288,Molekularbiologie
12938288,Epidemiologie
12938288,Genetik
12959370,Elektrophysiologie
12959370,Humangenetik
12959370,Neurophysiologie
12959370,Zellbiologie
12959370,Pädiatrische Endokrinologie
12959370,Morphologie
12959370,Pädiatrie
12959370,Experimentelle pädiatrische Endokrinologie
12959370,Molekulargenetik
12959370,Molekularbiologie
12959370,Physiologie
13000367,Werkstoffwissenschaften
13000367,Mathematik
13000367,Maschinenbau
13001445,Kardiologie
13001445,Stammzellbiologie
13001445,Nephrologie
13001445,Molekularbiologie
13001660,Architektur
13001660,Maschinenbau
13001660,Elektrotechnik
13001660,Chemie
13001660,Medizin
13001660,Physik
13001660,Materialforschung
13001660,Mikrosystemtechnik
13002249,Chemie
13002249,Informatik
13002249,Elektronik
13002249,Festkörperphysik
13002249,Oberflächenphysik
13002249,Magnetismus
13002249,Datenspeicherung
13002249,Nanowissenschaften
13002249,Nanotechnologie
13002249,Physik
13020509,Geographie
13020509,Japanologie
13020509,Wirtschaftsgeschichte
13020509,Sinologie
13020509,Komparatistik
13020509,Koreanistik
13043700,Rheologie
13043700,Statistische Physik
13043700,Mikromechanik
13043700,Kontinuumsmechanik
13043700,Statik
13043700,Polymerphysik
13043700,Bruchmechanik
13043700,Polymerwerkstoffe
13043700,Theoretische Physik
13043700,Kunststoffprüfung
13123509,Immunologie
13123509,Angeborenes Immunsystem
13123509,Wirt-Pathogen-Interaktion
13123509,Zell-autonome Abwehr
13123509,Intrazelluläre Pathogene
13124548,Elektrotechnik
13124548,Geographie
13124548,Geophysik
13124548,Informatik
13165901,Computerlinguistik
13165901,Theoretische Philosophie
13165901,Neurokognition
13165901,Linguistik
13165901,Geschichte der Medizin
13165901,Geschichte der Philosophie
13226603,Informatik
13226603,Neuroinformatik
13226603,Psycholinguistik
13226603,Neurolinguistik
13226603,Künstliche Intelligenz
13226603,Linguistik
13227965,Betriebsfestigkeit
13227965,Maschinenbau
13227965,Fertigungstechnik
13227965,Metallkunde
13227965,Produktionstechnik
13227965,Werkstoffkunde
13227965,Umformung
13245592,Mathematik
13245592,Physik
13266514,Chemie
13266514,Oberflächenphysik
13266514,Funktionale Materialien
13266514,Nanokomposite
13266514,Photochemie
13266514,Materialwissenschaften
13266514,Physik
13266514,Supramolekulare Chemie
13286686,Biochemie
13286686,Humangenetik
13286686,Kardiologie
13286686,Pharmakologie
13286686,Physiologie
13286686,Neurobiologie
13307018,Biochemie
13307018,Zellbiologie
13307018,Pharmakologie
13307018,Neurobiologie
13307018,Molekularbiologie
13307018,Molekulargenetik
13308326,Psychologie
13369539,Geschichte
13369539,Kunstwissenschaften
13369539,Literaturwissenschaften
13369539,Philosophie
13369539,Theologie
13369539,Sinologie
13369539,Judaistik
13389852,Chemie
13389852,Technische Mechanik
13389852,Physik
13532522,Bioinformatik
13532522,Biologie
13532522,Entwicklungsbiologie
13532522,Zoologie
13532522,Evolutionsgenetik
13532522,Theoretische Physik
13532522,Physik
13532522,Genetik
13532987,Anorganische Chemie
13532987,Chemie
13532987,Organische Chemie
13532987,Theoretische Chemie
13532987,Physikalische Chemie
13573508,Astrophysik
13573508,Teilchenphysik
13573508,Kosmologie
13573508,Kernphysik
13573508,Detektorentwicklung
13634853,Automatisierungstechnik
13634853,Fahrzeugtechnik
13634853,Informationstechnik
13634853,Robotik
13634853,Messtechnik
13634853,Künstliche Intelligenz
13634853,Kognition
13738635,Evangelische Theologie
13738635,Geschichte
13738635,Katholische Theologie
13758399,Hochfrequenztechnik
13758399,Nachrichtentechnik
13758399,Messtechnik
13758399,Signalverarbeitung
13758399,Sensorik
13758651,Mathematik
13758651,Werkstoffwissenschaften
13758651,Mechanik
13758651,Produktionstechnik
13758651,Umformtechnik
13759457,Biochemie
13759457,Humanbiologie
13759457,Biologie
13759457,Chemie
13759457,Medizin
13759457,Pharmazie
13799719,Zellbiologie
13799719,Immunologie
13799719,Urologie
13799719,Medizinische Mikrobiologie
13799719,Onkologie
13799719,Molekulargenetik
13799719,Bioinformatik
13799719,Hämatologie
13799719,Biochemie
13799719,Virologie
13799719,Neurologie
13799719,Dermatologie
13800198,Regelungstechnik
13800198,Verbrennungstechnik
13820592,Informatik
13820592,Linguistik
13820592,Neuroanatomie
13820592,Physik
13820592,Psychologie
13820592,Psychiatrie
13820592,Neurologie
13820592,Medizin
13839566,Aerodynamik
13839566,Bionik
13839566,Zoologie
13839566,Biologie
13839566,Biomechanik
13839566,Neurobiologie
13839566,Strömungsmechanik
13880606,Alte Geschichte
13880606,Epigraphik
13880606,Numismatik
13880606,Bauforschung
13880606,Architektur
13880606,Kartographie
13880606,Vermessungswesen
13880606,Klassische Archäologie
14023866,Biochemie
14023866,Zellbiologie
14023866,Strukturbiologie
14023866,Molekularbiologie
14023866,Biophysik
14065420,Anorganische Chemie
14065420,Bioanorganische Chemie
14065420,Medizinische Chemie
14065420,Bioorganometallchemie
14065420,Medizinische Anorganische Chemie
14085162,Anatomie
14085162,Molekulare Pharmakologie
14085162,Klinische Biochemie und Pathobiochemie
14085162,Biophysik / Experimentelle Physik
14085162,Neurologie / Experimentelle Neurologie
14085162,MR-Bildgebung
14085162,Kardiovaskuläre Physiologie
14085162,Innere Medizin / Kardiologie
14085162,Hämostaseologie und Vaskuläre Biologie
14085162,Proteomforschung
14085162,Zellbiologie
14085162,Bioinformatik
14086190,Physik
14148824,Experimentalphysik
14148824,Theoretische Physik
14208545,Fügetechnik
14208545,Pulvermetallurgie
14208545,Target Costing
14208545,Materialwissenschaft
14208545,Oberflächentechnik
14208545,Metallphysik
14208545,Konstruktion
14208545,Bruchmechanik
14208545,Umformtechnik
14250334,Genetik
14250334,Botanik
14250334,Phytopathologie
14250334,Zellbiologie
14250334,Molekularbiologie
14250334,Pflanzenzüchtung
14250334,Biochemie
14394217,Maschinenbau
14394217,Zuverlässigkeitstechnik
14394217,Mechatronik
14394217,Steuerungstechnik
14394217,Stochastik
14394217,Antriebstechnik
14394217,Werkzeugmaschinen
14413796,Aufbau- und Verbindungstechnik
14413796,Elektronische Bauelemente
14413796,Fertigungstechnik
14413796,Hochfrequenztechnik
14413796,Kunststofftechnik
14413796,Umformtechnik
14413796,Qualitätsmanagement
14413796,Mechatronik
14413796,Maschinenbau
14413796,Informatik
14413796,Hardware-Software-Co-Design
14413796,Fertigungsmesstechnik
14494825,Biologie
14494825,Neurobiologie
14494825,Sinnesphysiologie
14494825,Physiologie
14494825,Medizin
14516012,Maschinenbau
14516012,Wirtschaft
14782203,Elektrotechnik
14782203,Förder- und Lagertechnik
14782203,Marktforschung
14782203,Logistik
14782203,Instandhaltung
14782203,Materialwissenschaft
14782203,Werkstoffprüfung
14782203,Simulation
14782203,Qualitätsmanagement
14782203,Mechatronik
14782203,Maschinenbau
14802874,Kunststofftechnik
14802874,Mechanik
14802874,Umformtechnik
14802874,Spanende Fertigung
14802874,Computational Intelligence
14802874,Werkstoffwissenschaften
14802874,Produktionstechnik
14802874,Mathematik
14945784,Biophysik
14945784,Pharmazie
14945784,Medizin
14945932,Systemische Neurobiologie
14945932,Medizinische Physik
14945932,Psychoakustik
14945932,Zoologie
14945932,Akustik
14945932,Neuropsychologie
14945932,Nachrichtentechnik
14945932,Audiologie
15008671,Kommunikationstechnik
15008671,Lasertechnik
15008671,Integrierte Optik
15008671,Interconnect-Technologie
15008671,Submikrometer-Technologie
15070313,Psychologie
15070313,Ethik
15070313,Medizin
15070313,Wirtschaftswissenschaften
15070313,Rechtswissenschaften
15070313,Philosophie
15088804,Ethnologie
15088804,Jura
15088804,Empirische Kulturwissenschaft
15088804,Regionalwissenschaften
15088804,Wirtschaftswissenschaft
15088804,Geschichtswissenschaft
15088804,Soziologie
15088804,Politikwissenschaft
15111527,Mathematik
15232683,Geophysik
15232683,Hydrologie
15232683,Meteorologie
15232683,Mathematik
15232683,Bodenphysik
15232683,Hydrogeologie
15232683,Geografie
15232683,Fernerkundung
15232683,Pflanzenwissenschaften
15477770,Biochemie
15477770,Immunologie
15477770,Molekulare Zellbiologie
15477770,Chemische Biologie
15477770,Chemieinformatik
15477770,Parasitologie
15477770,Genetik
15499703,Astronomie
15499703,Kosmologie
15499703,Teilchenphysik
15499703,Astrophysik
15499703,Hochenergiephysik
15581711,Biotechnologie
15581711,Verfahrenstechnik
15581711,Mikrobiologie
15581711,Chemie
15602054,Hochfrequenztechnik
15602054,Medizinische Physik
15602054,Osteologie
15602054,Neuroradiologie
15602054,Radiologie
15602054,Medizinische Optik
15602054,Pharmakologie
15847441,Biologie
15847441,Phytopathologie
15847441,Mykologie
15847441,Agrarwissenschaft
15847441,Zellbiologie
15847441,Pflanzenschutz
15847441,Molekularbiologie
15847441,Pflanzenphysiologie
16011279,Biotechnologie
16011279,Immunologie
16011279,Pharmakologie
16011279,Biomedizin
16011279,Zellbiologie
16011279,Toxikologie
16011279,Molekulare Genetik
16071898,Maschinenbau
16071898,Werkstofftechnologie
16071898,Zerspanungstechnik
16071898,Mechanik
16071898,Robotertechnik
16071898,Statistik
16071898,Mathematik
16071898,Informatik
16071898,Umformtechnik
16133448,Anatomie
16133448,Zellbiologie
16133448,Physiologie
16133448,Nephrologie
16133448,Molekularbiologie
16133448,Medizin
16133448,Biophysik
16276678,Mineralogie
16276678,Isotopen-Geochemie
16276678,Paläoklimatologie
16276678,Geochronologie
16276678,Umweltphysik
16524344,Infektionsbiologie
16524344,Mikrobiologie
16524344,Funktionelle Genomforschung
16524344,Mikrobengenetik
16524344,Systembiologie
16707101,Immunologie
16707101,Molekularbiologie
16707101,Zellbiologie
16707101,Gentherapie
16707101,Onkologie
16707101,Medizin
17546514,Maschinenbau
17546514,Informatik
17546514,Physik
17546514,Biochemie
17771695,Biochemie
17771695,Dermatologie
17771695,Genetik
17771695,Neurologie
17771695,Allergologie
17771695,Zellbiologie
17771695,Molekulare Medizin
17771695,Molekularbiologie
17771695,Immunologie
18037864,Biologie
18037864,Medizin
18059742,Biologie
18059742,Informatik
18059742,Chemie
18059742,Mathematik
18059742,Medizin
18161872,Architektur
18161872,Ingenieurwissenschaften
18161872,Südasienwissenschaften
18161872,Geografie
18161872,Umweltwissenschaften
18161872,Raumplanung
18161872,Ökonomie
18161872,Klimatologie
18161872,Soziologie
18161872,Informatik
18161872,Sinologie
18161872,Medizin
18181517,Psycholinguistik
18181517,Neurolinguistik
18181517,Phonetik
18181517,Phonologie
18304940,Chemie
18304940,Materialwissenschaften
18304940,Geowissenschaften
18304940,Physik
18385968,Biomechanik
18385968,Medizin
18385968,Pharmazeutische Technologie
18407128,Gastroenterologie
18407128,Rheumatologie
18407128,Transplantationsmedizin
18407128,Medizin
18407128,Hämatologie
18407128,Immunologie
18470518,Festkörperphysik
18470518,Adaptive Werkstoffe
18470518,Werkstoffwissenschaft
18470518,Ingenieurwissenschaften
18470518,Magnetismus
18489454,Medizin
18489454,Molekularbiologie
18489454,Zellbiologie
18489454,Maschinenbau
18489454,Lasertechnik
18489454,Physik
18489454,Materialwissenschaften
18489454,Verfahrenstechnik
18489454,Polymerchemie
18510414,Biochemie
18510414,Kardiologie
18510414,Pädiatrie
18510414,Medizin
18510414,Endokrinologie
18510414,Biologie
18510414,Diabetologie
18652202,Biochemie
18652202,Pharmakologie
18652202,Physiologie
18652202,Molekulargenetik
18652202,Kardiologie
18652202,Medizin
18693849,Biochemie
18693849,Ophthalmologie
18693849,Neurogenetik
18693849,Neurobiophysik
18693849,Biomedizinische Optik
18693849,Theoretische Physik / Komplexe Systeme
18693849,Animal Navigation
18693849,Sinnesphysiologie
18693849,Tierphysiologie
18693849,Neurobiologie
18693849,Neuroanatomie
18776890,Kunststofftechnik
18776890,Maschinenbau
18776890,Mikrotechnik
18776890,Metallgießen
18776890,Spritzgießen
18776890,Werkstofftechnik
18857975,Geochemie
18857975,Klimatologie
18857975,Geologie
18857975,Geophysik
18857975,Petrologie
18857975,Paläontologie
19227306,Biologie
19227306,Elektrotechnik
19227306,Werkstoffwissenschaften
19227306,Physik
19227306,Chemie
19472777,Mathematik
19472777,Physik
19472777,Ökonomie
19719780,Biologie
19719780,Pharmazie
19719780,Biomedizin
19719780,Molekulare Zellbiologie
19719780,Proteinbiochemie
19719780,Proteomik
19719780,Bioanalytik
19719780,Molekulare Pflanzenphysiologie
19719780,Biophysik
19719780,Biochemie
19760254,Bauingenieurwesen
19760254,Informatik
19760254,Geschichte
19760254,Literaturwissenschaft
19760254,Medienwissenschaft
19760254,Soziologie
19760254,Sportwissenschaft
19760254,Flugsysteme
19760254,Kommunikationswissenschaft
19760254,Sprachwissenschaft
19760254,Philosophie
19760254,Maschinenbau
19779920,Regelungstechnik
19779920,Mechatronische Systeme
19779920,Strömung
19779920,Rotordynamik
19779920,Mathematische Methoden
19779920,Verbrennung
19779920,Fluid-Struktur-Kopplung
19902941,Astrophysik
19902941,Computational Physics
19903418,Experimentalphysik
19903418,Beschleunigerphysik
19903418,Freie-Elektronen-Laser
19903418,Kurzpulsphysik
19903418,Röntgenphysik
19903418,Photonik
19903418,Quantenoptik
19903418,Laserphysik
19924577,Bioinformatik
19924577,Immunologie
19924577,Biophysik
19924577,Systembiologie
19924577,Zellbiologie
19924577,Proteinbiochemie
19924577,Funktionelle Genomik
19943486,Informatik
19943486,Maschinenbau
19943486,Elektro- und Informationstechnik
19943600,Geowissenschaften
19943600,Evolutionsbiologie
19943600,Nichtlineare Dynamik (Physik)
19943600,Klimaforschung
19944239,Kunstgeschichte
19944239,Literaturwissenschaft
19944239,Theaterwissenschaft
19944239,Filmwissenschaft
19944239,Tanzwissenschaft
19944239,Historische Anthropologie
19944239,Musikwissenschaft
19945400,Medizin
19945400,Physiologie
19945400,Hirnforschung
19945400,Bildgebung
19945400,Neurowissenschaften
19945400,Elektrophysiologie
19964558,Materialwissenschaften
19964558,Metallphysik
19965933,Chemie
19965933,Energietechnik
19965933,Mehrphasenströmung
19965933,Verfahrenstechnik
19965933,Trenntechnik
19965933,Thermoakustik
19965933,Simulation
19965933,Röntgenabsorptionstomografie
19965933,Physik
19965933,Materialwissenschaften
19965933,Ingenieurwissenschaften
19965933,Keramik
19984935,Fertigungstechnik
19984935,Simulation
19984935,Werkstoffkunde
19984935,Umformtechnik
19985993,Biochemie
19985993,Bioinformatik
19985993,Biotechnologie
19985993,Organische Chemie
19985993,Strukturbiologie
19985993,Enzymologie
19985993,Zellbiologie
19985993,Molekularbiologie
19985993,Biophysikalische Chemie
19986351,Biologie
19986351,Informatik
19986351,Medizin
20005246,Geowissenschaften
20005246,Bodenkunde
20005246,Limnologie
20005246,Ökologie
20005246,Modellierung
20005246,Hydrologie
20005246,Biologie
20006554,Biologie
20006554,Medizin
20006554,Psychologie
20006554,Psychophysiologie
20006554,Psychobiologie
20025697,Bodenökologie
20025697,Bodenbiologie
20025697,Pflanzenbau
20025697,Tierhaltung
20025697,Agrarökosystemforschung
20025697,Tierernährung
20025697,Bodenchemie
20025736,Angewandte Mathematik
20025736,Bauingenieurwesen
20025736,Erdölingenieurwissenschaften
20025736,Verfahrenstechnik
20025736,Physik
20025736,Geowissenschaften
20025736,Umweltingenieurwesen
20046032,Chemie
20046032,Physik
20046032,Aufbau- und Verbindungstechniken
20046032,Mikro- und Nanosystemtechnik
20046032,Biotechnologien
20046032,Werkstoffwissenschaften
20046032,Informationstechnik
20046032,Elektrotechnik
20066823,Angewandte Ethik
20066823,Theologie
20066823,Soziologie
20066823,Rechtswissenschaften
20066823,Politikwissenschaften
20066823,Philosophie
20066823,Medizin
20066823,Geschichte
20067851,Chemie
20067851,Materialwissenschaften
20067851,Physik
20088418,Informatik
20088418,Mathematik
20088418,Operations Research
20088418,Optimierung
20088716,Biochemie
20088716,Medizin
20088716,Mykologie
20088716,Infektiologie
20088716,Virologie
20088716,Physiologie
20088716,Molekularbiologie
20088716,Mikrobiologie
20088716,Lebensmittelchemie
20088716,Biophysik
20088716,Hygiene
20088716,Biotechnologie
20088795,Allgemeine Sprachwissenschaften
20088795,Geschichtswissenschaft
20088795,Politikwissenschaft
20088795,Niederländische Philologie
20088795,Ethnologie
20107300,Volkswirtschaftslehre
20107589,Ethnologie
20107589,Politikwissenschaft
20107589,Religionswissenschaft
20107589,Balkanologie
20107589,Rumänistik
20107589,Slawistik
20107589,Osteuropäische Geschichte
20107589,Soziologie
20170465,Anorganische Chemie
20170465,Molekularbiologie
20170465,Theoretische Chemie
20170465,Bioanorganische Chemie
20170465,Medizinische Chemie
20170465,Strukturbiologie
20170465,Organische Chemie
20170465,Biophysik
20170465,Biochemie
20190020,Elektrotechnik
20190020,Intelligente Systeme
20190020,Ubiquitous Computing (Ubiquitäre / Allgegenwärtige Computertechnik)
20190020,Intelligente Umgebungen
20190020,Verteilte Systeme
20190020,Informatik
20190020,Sensorik
20190020,Mensch-Maschine-Interaktion
20230898,Biochemie
20230898,Biochemische Pharmakologie
20230898,Toxikologie
20230898,Endokrinologie
20230898,Immunologie
20230898,Biologie
20252111,Angewandte Mathematik
20252111,Mathematische Optimierung
20252111,Steuerungstheorie
20252111,Chemische Verfahrenstechnik
20252111,Leichtbau
20252111,Maschinenbau
20252111,Materialwissenschaften
20252111,Wissenschaftliches Rechnen
20252111,Numerische Mathematik
20252111,Informatik
20292752,Biochemie
20292752,Entwicklungsbiologie
20292752,Medizin
20292752,Biologie
20292752,Molekularbiologie
20641893,Allergologie
20641893,Humanmedizin
20641893,Immunologie
20641893,Biologie
20803802,Biomathematik
20803802,Systembiologie
20803802,Stammzellmedizin
20803802,Stammzellbiologie
20803802,Neurowissenschaften
20803802,Molekulargenetik
20803802,Kardiophysiologie
20803802,Immungenetik
20803802,Immunbiologie
20803802,Imaging
20803802,GMP-Zellproduktion
20803802,Entwicklungsbiologie
20967890,Materialwissenschaften
20967890,Mathematik
20967890,Physik
21131654,Biologie
21131654,Gastroenterologie
21131654,Medizin
21131654,Nephrologie
21131654,Strukturbiologie
21131654,Molekulare Phamakologie
21131654,Physiologie
21131654,Molekularbiologie
21278441,Physik
21278441,Mathematische Physik
21278441,Mathematik
21278441,Hochenergiephysik
21278441,Atomphysik
21278441,Theoretische Physik
21278441,Festkörperphysik
21278441,Statistische Physik
21418182,Anorganische Chemie
21418182,Elementorganische Chemie
21418182,Physik
21440441,Fertigungstechnik
21440441,Adaptronik
21440441,Leichtbau
21440441,Maschinenbau
21440441,Produktionstechnik
21440441,Werkstofftechnik
21563363,Werkstoffwissenschaft
21563363,Werkstofftechnik
21563363,Materialphysik
21563363,Physikalische Chemie
21563363,Maschinenbau
21644054,Medizinische Mikrobiologie
21644054,Mikrobiologie
21644054,Molekulare Medizin
21644054,Virologie
21644054,Parasitologie
21644054,Infektionsimmunologie
21644054,Pädiatrie
21644054,Innere Medizin
21644054,Biochemie
21644054,Immunologie
21644054,Dermatologie
21644817,Halbleiterphysik
21644817,Quanteninformationstechnologie
21644817,Photonik
21726912,Geoinformation
21726912,Ozeanografie
21726912,Fernerkundung
21726912,Meteorologie
21726912,Glaziologie
21726912,Hydrologie
21726912,Geophysik
21726912,Geodäsie
21768296,Informatik
21768296,Informationstechnik
21910049,Geologie
21910049,Geochemie
21910049,Earth System Science
21910049,Sedimentologie
21910049,Klimatologie
21910049,Erdgeschichte
21910049,Taphonomie
21910049,Evolution
21910049,Erdsystemforschung
21910049,Stratigrafie
21910049,Paläontologie
21910049,Geochronologie
21971595,Alternsforschung
21971595,Pharmakologie
21971595,Biochemie
21971595,Molekularbiologie
21971595,Genetik
21971595,Zellbiologie
21971595,Dermatologie
21971595,Molekulare Medizin
21971595,Molekulare Toxikologie
21971595,Physiologie
21971595,Immunologie
21971595,Umweltmedizin
22134855,Erziehungswissenschaft
22134855,Psychologie
22134855,Empirische Bildungsforschung
22134855,Erwachsenenbildung
22134855,Lehr-Lern-Psychologie
22137416,Biologie
22137416,Informatik
22137416,Nanotechnologie
22137416,Medizin
22137416,Biophysik
22137416,Materialwissenschaften
22137416,Chemie
22341081,Mineralogie
22341081,Petrologie
22341081,Kristallografie
22341081,Geologie
22341081,Materialphysik
22381922,Morphologie
22381922,Grammatiktheorie
22381922,Syntax
22381922,Psycholinguistik
22381922,Semantik
22381922,Sprachtypologie
22381922,Sprachwissenschaft
22465846,Mikrobiologie
22465846,Chemie
22465846,Biophysik
22465846,Biochemie
22465846,Genetik
22465846,Bioinformatik
22465846,Strukturbiologie
22566691,Chemie
22566691,Physik
22566691,Verfahrenstechnik
22935240,Neurowissenschaften
22935240,Pharmakologie
22935240,Molekularbiologie
22935240,Biochemie
22935240,Ophthalmologie
22935240,Biophysik
22935240,Physiologie
22956010,Anglistik
22956010,Computerlinguistik
22956010,Linguistik
22956010,Maschinelle Sprachverarbeitung
22956010,Signalverarbeitung
22956010,Romanistik
22956010,Germanistik
23057254,Biologie
23057254,Neurowissenschaften
23057254,Psychologie
23057254,Immunologie
23753993,Agrarökonomie
23753993,Volkswirtschaftslehre
23753993,Wirtschaftsgeografie
23753993,Entwicklungsökonomik
24040252,Biochemie
24040252,Immunologie
24040252,Neurowissenschaften
24040252,Molekulare Pflanzenforschung
24040252,Molekulare Medizin
24040252,Entwicklungsbiologie
24040814,Biochemie
24040814,Biophysik
24040814,Medizin
24040814,Physikalische Chemie
24040814,Physik
24040814,Elektrotechnik
24040814,Biologie
24060127,Geschichte
24060127,Philosophie
24060127,Soziologie
24060127,Politik- und Verwaltungswissenschaft
24060127,Rechtswissenschaft
24060127,Literaturwissenschaft
24060273,Germanistik
24060273,Kunstgeschichte
24060273,Soziologie
24060273,Politikwissenschaft
24060273,Altertumswissenschaften
24060273,Erziehungswissenschaften
24060273,Theaterwissenschaft
24060273,Anglistik/Amerikanistik
24060273,Slavistik
24060273,Theologie
24060273,Romanistik
